highway,bicycle,width,shoulder,geometry,speed_lim,nlanes,pave_ref,nacc,PCI
residential,,,,"LINESTRING (-118.5397745 34.0457577, -118.5396994 34.0457021)",25,2,27470.0,0,40.83
residential,,,,"LINESTRING (-118.5396994 34.0457021, -118.5395921 34.0457021)",25,2,27470.0,0,40.83
residential,,,,"LINESTRING (-118.5395921 34.0457021, -118.5395117 34.045751)",25,2,27470.0,0,40.83
residential,,,,"LINESTRING (-118.5395117 34.045751, -118.53945 34.0458866)",25,2,57686.0,0,66.58
secondary,,,,"LINESTRING (-118.5304916 34.0462634, -118.5307587 34.0458677)",30,4,5740.0,1,88.3
residential,,,,"LINESTRING (-118.5367699 34.0450347, -118.5376454 34.0458881)",25,2,66919.0,0,94.01
residential,,,,"LINESTRING (-118.5356267 34.0450848, -118.5349331 34.0456321)",25,2,38398.0,0,93.99
residential,,,,"LINESTRING (-118.5349331 34.0456321, -118.534607 34.0459379)",25,2,2640.0,0,40.95
residential,,,,"LINESTRING (-118.534607 34.0459379, -118.534401 34.0463006)",25,2,2640.0,0,40.95
residential,,,,"LINESTRING (-118.534401 34.0463006, -118.5342808 34.0466633)",25,2,2640.0,0,40.95
residential,,,,"LINESTRING (-118.5342808 34.0466633, -118.5342722 34.0469976)",25,2,2640.0,0,40.95
residential,,,,"LINESTRING (-118.5342722 34.0469976, -118.5342373 34.0488472)",25,2,1633.0,0,10.53
residential,,,,"LINESTRING (-118.5352404 34.0447648, -118.5356267 34.0450848)",25,2,38398.0,0,93.99
residential,,,,"LINESTRING (-118.5356267 34.0450848, -118.5369416 34.0464215)",25,2,38398.0,0,93.99
residential,,,,"LINESTRING (-118.5328596 34.044813, -118.5330742 34.0449054)",25,2,5740.0,0,88.3
residential,,,,"LINESTRING (-118.5330742 34.0449054, -118.5331694 34.0449269)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5331694 34.0449269, -118.5336457 34.0450347)",25,2,13219.0,0,46.71
residential,,,,"LINESTRING (-118.5336457 34.0450347, -118.5341246 34.0451702)",25,2,4924.0,1,87.09
residential,,,,"LINESTRING (-118.5341246 34.0451702, -118.5349331 34.0456321)",25,2,2640.0,0,40.95
residential,,,,"LINESTRING (-118.5349331 34.0456321, -118.536215 34.046908)",25,2,41221.0,0,60.26
residential,,,,"LINESTRING (-118.536215 34.046908, -118.5364609 34.0471327)",25,2,61160.0,0,94.01
residential,,,,"LINESTRING (-118.5364609 34.0471327, -118.5367699 34.0473603)",25,2,21478.0,0,86.62
residential,,,,"LINESTRING (-118.5367699 34.0473603, -118.5374639 34.0477756)",25,2,66914.0,1,94.01
residential,,,,"LINESTRING (-118.5374639 34.0477756, -118.5380059 34.0480999)",25,2,7024.0,0,96.57
residential,,,,"LINESTRING (-118.5304916 34.0462634, -118.5313105 34.0467208)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5313105 34.0467208, -118.5315293 34.0468043)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5315293 34.0468043, -118.5317568 34.0468275)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5317568 34.0468275, -118.531967 34.0468114)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.531967 34.0468114, -118.5321946 34.0467421)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5321946 34.0467421, -118.5323961 34.0466265)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5323961 34.0466265, -118.5325077 34.0464985)",25,2,26334.0,1,86.62
residential,,,,"LINESTRING (-118.5325077 34.0464985, -118.5325936 34.0463278)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5325936 34.0463278, -118.5328253 34.0456522)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5328253 34.0456522, -118.5329798 34.0452255)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5329798 34.0452255, -118.5330525 34.044979)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5330525 34.044979, -118.5330742 34.0449054)",25,2,26334.0,0,86.62
residential,,,,"LINESTRING (-118.5251148 34.0452694, -118.5251243 34.0455882)",25,2,64416.0,0,1.92
residential,,,,"LINESTRING (-118.5277025 34.0447754, -118.5275351 34.0454295)",25,2,438.0,0,83.69
residential,,,,"LINESTRING (-118.5275351 34.0454295, -118.5272628 34.046493)",25,2,438.0,0,83.69
residential,,,,"LINESTRING (-118.5272628 34.046493, -118.5270952 34.0471477)",25,2,50164.0,0,68.71
residential,,,,"LINESTRING (-118.5270952 34.0471477, -118.5268978 34.0480159)",25,2,3898.0,0,22.58
residential,,,,"LINESTRING (-118.5268978 34.0480159, -118.5268417 34.0482241)",25,2,41712.0,0,84.39
residential,,,,"LINESTRING (-118.5268417 34.0482241, -118.5267954 34.0483957)",25,2,41712.0,0,84.39
residential,,,,"LINESTRING (-118.5267954 34.0483957, -118.526777 34.0484641)",25,2,41712.0,0,84.39
residential,,,,"LINESTRING (-118.526777 34.0484641, -118.526695 34.0487685)",25,2,41712.0,0,84.39
residential,,,,"LINESTRING (-118.526695 34.0487685, -118.5266747 34.048844)",25,2,7010.0,0,86.17
residential,,,,"LINESTRING (-118.5266747 34.048844, -118.5266271 34.0491515)",25,2,46849.0,0,86.17
residential,,,,"LINESTRING (-118.5266271 34.0491515, -118.5263416 34.0501888)",25,2,18534.0,0,84.39
residential,,,,"LINESTRING (-118.5263416 34.0501888, -118.526126 34.0510712)",25,2,38397.0,0,87.79
residential,,,,"LINESTRING (-118.526126 34.0510712, -118.5261074 34.0511475)",25,2,61104.0,0,84.39
residential,,,,"LINESTRING (-118.52995 34.0456735, -118.5298899 34.0459153)",25,2,69232.0,0,69.28
residential,,,,"LINESTRING (-118.5298899 34.0459153, -118.5297869 34.0461785)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5297869 34.0461785, -118.5297011 34.0463349)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5297011 34.0463349, -118.5294607 34.0466621)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5294607 34.0466621, -118.5292376 34.0468825)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5292376 34.0468825, -118.5290573 34.0470319)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5290573 34.0470319, -118.5288462 34.0471761)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5288462 34.0471761, -118.5286368 34.0472808)",25,2,10243.0,0,72.56
residential,,,,"LINESTRING (-118.5289384 34.0449959, -118.5286895 34.0459702)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.5286895 34.0459702, -118.5285436 34.0465462)",25,2,32919.0,0,68.27
residential,,,,"LINESTRING (-118.5285436 34.0465462, -118.5285093 34.0467169)",25,2,32919.0,0,68.27
residential,,,,"LINESTRING (-118.5285093 34.0467169, -118.5285178 34.0468734)",25,2,32919.0,0,68.27
residential,,,,"LINESTRING (-118.5285178 34.0468734, -118.528535 34.0470441)",25,2,32919.0,0,68.27
residential,,,,"LINESTRING (-118.528535 34.0470441, -118.5285779 34.0471721)",25,2,32919.0,0,68.27
residential,,,,"LINESTRING (-118.5285779 34.0471721, -118.5286368 34.0472808)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5286368 34.0472808, -118.5287655 34.0475297)",25,2,10243.0,0,72.56
residential,,,,"LINESTRING (-118.5287655 34.0475297, -118.528817 34.0476719)",25,2,10243.0,0,72.56
residential,,,,"LINESTRING (-118.528817 34.0476719, -118.5288342 34.0478782)",25,2,10243.0,0,72.56
residential,,,,"LINESTRING (-118.5288342 34.0478782, -118.5288256 34.0480275)",25,2,61448.0,0,72.56
residential,,,,"LINESTRING (-118.5288256 34.0480275, -118.5289715 34.0483262)",25,2,61448.0,0,72.56
residential,,,,"LINESTRING (-118.5289715 34.0483262, -118.5290058 34.0484471)",25,2,69890.0,0,72.56
residential,,,,"LINESTRING (-118.5290058 34.0484471, -118.529023 34.0486036)",25,2,69890.0,0,72.56
residential,,,,"LINESTRING (-118.529023 34.0486036, -118.5289973 34.0487458)",25,2,69890.0,0,72.56
residential,,,,"LINESTRING (-118.5298899 34.0459153, -118.5303218 34.0461652)",25,2,12866.0,0,29.02
residential,,,,"LINESTRING (-118.5303218 34.0461652, -118.5304916 34.0462634)",25,2,29193.0,0,25.45
secondary,,,,"LINESTRING (-118.5301039 34.046663, -118.5304916 34.0462634)",30,5,40516.0,0,32.45
residential,,,,"LINESTRING (-118.5289384 34.0449959, -118.5293247 34.0450599)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.5293247 34.0450599, -118.5294534 34.0450883)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.5294534 34.0450883, -118.5295478 34.0451239)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.5295478 34.0451239, -118.5296851 34.0452306)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.5296851 34.0452306, -118.529847 34.0454033)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.529847 34.0454033, -118.5299328 34.04551)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.5299328 34.04551, -118.52995 34.0455882)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.52995 34.0455882, -118.52995 34.0456735)",25,2,38977.0,0,62.78
residential,,,,"LINESTRING (-118.5264976 34.0446792, -118.5268195 34.0446748)",25,2,4925.0,0,91.16
residential,,,,"LINESTRING (-118.5268195 34.0446748, -118.5271703 34.04469)",25,2,4925.0,0,91.16
residential,,,,"LINESTRING (-118.5271703 34.04469, -118.5277025 34.0447754)",25,2,438.0,0,83.69
residential,,,,"LINESTRING (-118.5277025 34.0447754, -118.5283376 34.0448892)",25,2,438.0,0,83.69
service,,,,"LINESTRING (-118.5277355 34.0472595, -118.5281723 34.0455401)",30,2,52329.0,0,41.67
residential,,,,"LINESTRING (-118.5264976 34.0446792, -118.5262616 34.0455837)",25,2,4925.0,0,91.16
residential,,,,"LINESTRING (-118.5262616 34.0455837, -118.5262142 34.0457812)",25,2,21645.0,0,89.15
residential,,,,"LINESTRING (-118.5262142 34.0457812, -118.5261029 34.0462156)",25,2,21645.0,0,89.15
residential,,,,"LINESTRING (-118.5261029 34.0462156, -118.5260879 34.0462753)",25,2,21645.0,0,89.15
residential,,,,"LINESTRING (-118.5260879 34.0462753, -118.5259231 34.0469312)",25,2,50164.0,0,68.71
service,,,,"LINESTRING (-118.5234492 34.0451667, -118.5232907 34.0453105)",30,2,31180.0,0,41.65
residential,,,,"LINESTRING (-118.524258 34.0461127, -118.5243733 34.046006)",25,2,67448.0,2,71.3
residential,,,,"LINESTRING (-118.5243733 34.046006, -118.5246818 34.045786)",25,2,21870.0,0,0.0
residential,,,,"LINESTRING (-118.5246818 34.045786, -118.5248266 34.0456993)",25,2,21870.0,0,0.0
residential,,,,"LINESTRING (-118.5248266 34.0456993, -118.524867 34.0456808)",25,2,21870.0,0,0.0
residential,,,,"LINESTRING (-118.524867 34.0456808, -118.5249822 34.0456282)",25,2,21870.0,0,0.0
residential,,,,"LINESTRING (-118.5249822 34.0456282, -118.5251243 34.0455882)",25,2,64416.0,0,1.92
residential,,,,"LINESTRING (-118.5251243 34.0455882, -118.525473 34.0455326)",25,2,64416.0,1,1.92
residential,,,,"LINESTRING (-118.525473 34.0455326, -118.5258325 34.0455348)",25,2,64416.0,0,1.92
residential,,,,"LINESTRING (-118.5258325 34.0455348, -118.5261677 34.0455682)",25,2,64416.0,0,1.92
residential,,,,"LINESTRING (-118.5261677 34.0455682, -118.5262616 34.0455837)",25,2,21645.0,0,89.15
service,,,,"LINESTRING (-118.5261029 34.0462156, -118.5259057 34.0461815)",30,2,21645.0,0,89.15
service,,,,"LINESTRING (-118.5260181 34.0457452, -118.5262142 34.0457812)",30,2,21645.0,0,89.15
service,,,,"LINESTRING (-118.524867 34.0456808, -118.5252341 34.0459761)",30,2,21870.0,0,0.0
service,,,,"LINESTRING (-118.5252341 34.0459761, -118.5246885 34.0464636)",30,2,67448.0,0,71.3
service,,,,"LINESTRING (-118.5240044 34.04566, -118.5238493 34.0457719)",30,2,31180.0,0,41.65
secondary,,,,"LINESTRING (-118.5232315 34.0452616, -118.5232907 34.0453105)",30,4,31180.0,0,41.65
secondary,,,,"LINESTRING (-118.5232907 34.0453105, -118.5238493 34.0457719)",30,4,31180.0,0,41.65
secondary,,,,"LINESTRING (-118.5238493 34.0457719, -118.5239093 34.0458215)",30,4,31180.0,0,41.65
secondary,,,,"LINESTRING (-118.5239093 34.0458215, -118.524258 34.0461127)",30,4,52302.0,0,51.32
secondary,,,,"LINESTRING (-118.524258 34.0461127, -118.5246885 34.0464636)",30,4,67448.0,0,71.3
secondary,,,,"LINESTRING (-118.5246885 34.0464636, -118.5250734 34.0467772)",30,4,50679.0,0,38.7
residential,,,,"LINESTRING (-118.5239093 34.0458215, -118.5240713 34.0463823)",25,2,52302.0,0,51.32
residential,,,,"LINESTRING (-118.5240713 34.0463823, -118.5240729 34.0463394)",25,2,52302.0,0,51.32
residential,,,,"LINESTRING (-118.5240729 34.0463394, -118.524081 34.046286)",25,2,52302.0,0,51.32
residential,,,,"LINESTRING (-118.524081 34.046286, -118.5240997 34.0462505)",25,2,52302.0,0,51.32
residential,,,,"LINESTRING (-118.5240997 34.0462505, -118.5241212 34.0462216)",25,2,52302.0,0,51.32
residential,,,,"LINESTRING (-118.5241212 34.0462216, -118.5241748 34.0461794)",25,2,52302.0,0,51.32
residential,,,,"LINESTRING (-118.5241748 34.0461794, -118.524258 34.0461127)",25,2,67448.0,0,71.3
secondary,,,,"LINESTRING (-118.5229893 34.0450615, -118.5232315 34.0452616)",30,5,27745.0,0,52.46
secondary,,,,"LINESTRING (-118.5226842 34.0448198, -118.5229893 34.0450615)",30,5,27745.0,0,52.46
residential,,,,"LINESTRING (-118.5380059 34.0480999, -118.5383063 34.0482848)",25,2,7024.0,0,96.57
residential,,,,"LINESTRING (-118.5383063 34.0482848, -118.5383406 34.0483417)",25,2,41044.0,0,96.57
residential,,,,"LINESTRING (-118.5383406 34.0483417, -118.5383234 34.0483914)",25,2,41044.0,0,96.57
residential,,,,"LINESTRING (-118.5383234 34.0483914, -118.5383234 34.0484697)",25,2,8027.0,0,17.98
residential,,,,"LINESTRING (-118.538315 34.049708, -118.5382445 34.0500986)",25,2,4957.0,0,80.5
residential,,,,"LINESTRING (-118.5382445 34.0500986, -118.5380128 34.0502408)",25,2,4957.0,0,80.5
residential,,,,"LINESTRING (-118.5380128 34.0502408, -118.5376608 34.0503048)",25,2,4957.0,0,80.5
residential,,,,"LINESTRING (-118.5376608 34.0503048, -118.5373794 34.0503977)",25,2,4957.0,0,80.5
residential,,,,"LINESTRING (-118.5351504 34.0546587, -118.5351491 34.0545687)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5351491 34.0545687, -118.5351665 34.0544831)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5351665 34.0544831, -118.5352121 34.0544076)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5352121 34.0544076, -118.5353987 34.0541711)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5353987 34.0541711, -118.5354509 34.0540653)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5354509 34.0540653, -118.5354804 34.053952)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5354804 34.053952, -118.5354951 34.0538342)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5354951 34.0538342, -118.5354871 34.0537064)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5354871 34.0537064, -118.5355042 34.0532137)",25,2,35681.0,0,78.34
residential,,,,"LINESTRING (-118.5355042 34.0532137, -118.5355365 34.0531162)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5355365 34.0531162, -118.5355852 34.0530054)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5355852 34.0530054, -118.5356089 34.0529515)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5356089 34.0529515, -118.535776 34.0526326)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.535776 34.0526326, -118.5358342 34.0524637)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5358342 34.0524637, -118.5358612 34.0523229)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5358612 34.0523229, -118.535917 34.051908)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.535917 34.051908, -118.535943 34.0517149)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.535943 34.0517149, -118.5359525 34.0515902)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5359525 34.0515902, -118.5359426 34.0514218)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5359426 34.0514218, -118.535954 34.0512948)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.535954 34.0512948, -118.5360239 34.0511787)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5360239 34.0511787, -118.5361028 34.0510831)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5361028 34.0510831, -118.5364503 34.0508718)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5364503 34.0508718, -118.5366987 34.050741)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5366987 34.050741, -118.5372489 34.0504755)",25,2,52539.0,0,63.43
residential,,,,"LINESTRING (-118.5372489 34.0504755, -118.5373794 34.0503977)",25,2,4957.0,0,80.5
residential,,,,"LINESTRING (-118.5373794 34.0503977, -118.5373168 34.0502205)",25,2,4957.0,0,80.5
residential,,,,"LINESTRING (-118.5373168 34.0502205, -118.5373175 34.0501484)",25,2,57685.0,0,41.67
residential,,,,"LINESTRING (-118.5373175 34.0501484, -118.5376608 34.0496648)",25,2,57685.0,0,41.67
residential,,,,"LINESTRING (-118.5376608 34.0496648, -118.5379355 34.049423)",25,2,57685.0,0,41.67
residential,,,,"LINESTRING (-118.5379355 34.049423, -118.5383732 34.0490247)",25,2,57685.0,0,41.67
residential,,,,"LINESTRING (-118.5383732 34.0490247, -118.5387097 34.0484697)",25,2,42366.0,0,0.0
residential,,,,"LINESTRING (-118.5387097 34.0484697, -118.5392568 34.0474289)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5392568 34.0474289, -118.5393158 34.0473022)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5393158 34.0473022, -118.5393373 34.0471845)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5393373 34.0471845, -118.5393534 34.0470222)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5393534 34.0470222, -118.5392971 34.0467289)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5392971 34.0467289, -118.5392783 34.0465644)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5392783 34.0465644, -118.5392917 34.0463933)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5392917 34.0463933, -118.5393641 34.0461577)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5393641 34.0461577, -118.53945 34.0458866)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.53945 34.0458866, -118.5393019 34.0459095)",25,2,57686.0,0,66.58
residential,,,,"LINESTRING (-118.5393019 34.0459095, -118.5390959 34.0460066)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5390959 34.0460066, -118.5388041 34.0461584)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5388041 34.0461584, -118.538615 34.046308)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.538615 34.046308, -118.5384119 34.0465111)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5384119 34.0465111, -118.5382483 34.0467133)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5382483 34.0467133, -118.5382 34.0467911)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5382 34.0467911, -118.5381786 34.0468555)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5381786 34.0468555, -118.5381947 34.0469755)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5381947 34.0469755, -118.5382912 34.04718)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5382912 34.04718, -118.5383288 34.0473556)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5383288 34.0473556, -118.5383154 34.0475489)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5383154 34.0475489, -118.5382376 34.0477443)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.5382376 34.0477443, -118.538169 34.0479079)",25,2,38569.0,0,83.28
residential,,,,"LINESTRING (-118.538169 34.0479079, -118.5380059 34.0480999)",25,2,7024.0,0,96.57
residential,,,,"LINESTRING (-118.5375424 34.0510141, -118.5375612 34.0511386)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5375612 34.0511386, -118.5376148 34.0512608)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5376148 34.0512608, -118.5377677 34.0513719)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5377677 34.0513719, -118.5382559 34.0516631)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5382559 34.0516631, -118.5388529 34.0520895)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5388529 34.0520895, -118.5390863 34.0523217)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5390863 34.0523217, -118.5392392 34.0525684)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5392392 34.0525684, -118.5393132 34.0528231)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5389962 34.0505052, -118.5378509 34.0507363)",25,2,30151.0,0,94.61
residential,,,,"LINESTRING (-118.5378509 34.0507363, -118.5376926 34.050803)",25,2,36922.0,0,82.77
residential,,,,"LINESTRING (-118.5376926 34.050803, -118.5375987 34.0508986)",25,2,36922.0,0,82.77
residential,,,,"LINESTRING (-118.5375987 34.0508986, -118.5375424 34.0510141)",25,2,68508.0,0,70.75
residential,,,,"LINESTRING (-118.5369416 34.0464215, -118.536215 34.046908)",25,2,41221.0,0,60.26
residential,,,,"LINESTRING (-118.536215 34.046908, -118.5356884 34.0473745)",25,2,2601.0,0,94.01
residential,,,,"LINESTRING (-118.5356884 34.0473745, -118.535431 34.047723)",25,2,2601.0,0,94.01
residential,,,,"LINESTRING (-118.535431 34.047723, -118.5352936 34.0480074)",25,2,2601.0,0,94.01
residential,,,,"LINESTRING (-118.5352936 34.0480074, -118.5351735 34.048363)",25,2,2601.0,0,94.01
residential,,,,"LINESTRING (-118.5351735 34.048363, -118.5351305 34.0488893)",25,2,53468.0,0,16.53
residential,,,,"LINESTRING (-118.5333195 34.0469762, -118.5342722 34.0469976)",25,2,7046.0,0,36.02
residential,,,,"LINESTRING (-118.5342722 34.0469976, -118.5346413 34.0470118)",25,2,24487.0,0,53.54
residential,,,,"LINESTRING (-118.5346413 34.0470118, -118.5350104 34.0470616)",25,2,38594.0,0,52.3
residential,,,,"LINESTRING (-118.5350104 34.0470616, -118.5354052 34.047218)",25,2,38594.0,0,52.3
residential,,,,"LINESTRING (-118.5354052 34.047218, -118.5356884 34.0473745)",25,2,2601.0,0,94.01
service,,,,"LINESTRING (-118.5375427 34.0486449, -118.5376631 34.0490859)",30,2,8027.0,0,17.98
residential,,,,"LINESTRING (-118.5370961 34.0463291, -118.5370789 34.0464784)",25,2,24519.0,0,94.01
residential,,,,"LINESTRING (-118.5370789 34.0464784, -118.5370961 34.046578)",25,2,52575.0,0,94.01
residential,,,,"LINESTRING (-118.5370961 34.046578, -118.5371262 34.0467263)",25,2,52575.0,0,94.01
residential,,,,"LINESTRING (-118.5371262 34.0467263, -118.5371132 34.0469193)",25,2,52575.0,0,94.01
residential,,,,"LINESTRING (-118.5371132 34.0469193, -118.5370318 34.0470961)",25,2,52575.0,0,94.01
residential,,,,"LINESTRING (-118.5370318 34.0470961, -118.5367699 34.0473603)",25,2,21478.0,0,86.62
residential,,,,"LINESTRING (-118.5367699 34.0473603, -118.5361519 34.0481497)",25,2,66914.0,0,94.01
residential,,,,"LINESTRING (-118.5361519 34.0481497, -118.5359549 34.0484424)",25,2,66914.0,0,94.01
residential,,,,"LINESTRING (-118.5359549 34.0484424, -118.5356964 34.0489183)",25,2,8027.0,0,17.98
residential,,,,"LINESTRING (-118.5356964 34.0489183, -118.5354653 34.0492952)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5354653 34.0492952, -118.5353528 34.049464)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5353528 34.049464, -118.5352305 34.0495855)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5352305 34.0495855, -118.5350642 34.0497128)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5350642 34.0497128, -118.5348818 34.0497998)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5348818 34.0497998, -118.534446 34.0499727)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.534446 34.0499727, -118.5339836 34.0501827)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5339836 34.0501827, -118.5336741 34.0503033)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5336741 34.0503033, -118.5334873 34.0503498)",25,2,61109.0,0,66.57
residential,,,,"LINESTRING (-118.5334873 34.0503498, -118.533315 34.0503704)",25,2,61109.0,0,66.57
