highway,bicycle,width,shoulder,geometry,speed_lim,nlanes,pave_ref,nacc,PCI
residential,,,,"LINESTRING (-118.5148539 34.0351023, -118.5147151 34.0353844)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.5147151 34.0353844, -118.5143798 34.0357737)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.5143798 34.0357737, -118.5139592 34.0361792)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.5139592 34.0361792, -118.513779 34.0364423)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.513779 34.0364423, -118.513573 34.0366557)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.513573 34.0366557, -118.5133498 34.0368264)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.5133498 34.0368264, -118.5130923 34.0369687)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.5130923 34.0369687, -118.5128025 34.0370725)",25,2,47286.0,0,86.2
residential,,,,"LINESTRING (-118.5128025 34.0370725, -118.5126223 34.0371009)",25,2,42195.0,0,84.01
residential,,,,"LINESTRING (-118.5116891 34.0328099, -118.5116462 34.0329166)",25,2,49068.0,0,94.43
residential,,,,"LINESTRING (-118.5116462 34.0329166, -118.5116119 34.0330731)",25,2,49068.0,0,94.43
residential,,,,"LINESTRING (-118.5116119 34.0330731, -118.511629 34.0332295)",25,2,49068.0,0,94.43
residential,,,,"LINESTRING (-118.511629 34.0332295, -118.5116595 34.0333431)",25,2,49068.0,0,94.43
residential,,,,"LINESTRING (-118.5107068 34.0335493, -118.51093 34.0337983)",25,2,58703.0,0,82.85
residential,,,,"LINESTRING (-118.51093 34.0337983, -118.5118908 34.0342398)",25,2,53645.0,0,82.85
steps,,,,"LINESTRING (-118.5106097 34.0335128, -118.5105051 34.0334706)",0,1,58703.0,0,82.85
residential,,,,"LINESTRING (-118.5102391 34.032662, -118.5100996 34.0328916)",25,2,61083.0,0,42.57
residential,,,,"LINESTRING (-118.5100996 34.0328916, -118.5099623 34.0330808)",25,2,61083.0,0,42.57
residential,,,,"LINESTRING (-118.5099623 34.0330808, -118.5097041 34.0334166)",25,2,61083.0,0,42.57
residential,,,,"LINESTRING (-118.5097041 34.0334166, -118.5096955 34.0334877)",25,2,61083.0,0,42.57
residential,,,,"LINESTRING (-118.5096955 34.0334877, -118.5097041 34.0335588)",25,2,61083.0,0,42.57
residential,,,,"LINESTRING (-118.5097041 34.0335588, -118.5097725 34.0336373)",25,2,61083.0,0,42.57
residential,,,,"LINESTRING (-118.5097725 34.0336373, -118.5098929 34.0337224)",25,2,61083.0,0,42.57
residential,,,,"LINESTRING (-118.5098929 34.0337224, -118.5101734 34.0338465)",25,2,38704.0,0,95.48
residential,,,,"LINESTRING (-118.5113672 34.0351786, -118.5120884 34.0353916)",25,2,8214.0,0,80.53
residential,,,,"LINESTRING (-118.51093 34.0337983, -118.5108522 34.0338699)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5108522 34.0338699, -118.5107604 34.0341087)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5107604 34.0341087, -118.5106988 34.0343809)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5106988 34.0343809, -118.5104843 34.0347783)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5104843 34.0347783, -118.5104128 34.0349352)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5104128 34.0349352, -118.5103984 34.0350878)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5103984 34.0350878, -118.5104098 34.0353683)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5104098 34.0353683, -118.510423 34.0357343)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.510423 34.0357343, -118.5104049 34.0360067)",25,2,65348.0,0,82.85
residential,,,,"LINESTRING (-118.5104049 34.0360067, -118.5105437 34.036807)",25,2,8214.0,0,80.53
residential,,,,"LINESTRING (-118.5089558 34.0344033, -118.5088625 34.0342568)",25,2,52740.0,1,92.56
residential,,,,"LINESTRING (-118.5088625 34.0342568, -118.5088411 34.034212)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5088411 34.034212, -118.5088256 34.0341672)",25,2,66939.0,1,95.48
residential,,,,"LINESTRING (-118.5088256 34.0341672, -118.5088292 34.0340979)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5088292 34.0340979, -118.5088572 34.0339863)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5088572 34.0339863, -118.5088994 34.0337622)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5088994 34.0337622, -118.5089081 34.0336633)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5089081 34.0336633, -118.5089167 34.0335611)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5089167 34.0335611, -118.5089158 34.0334987)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5089158 34.0334987, -118.5089029 34.0334199)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5089029 34.0334199, -118.508883 34.0333275)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.508883 34.0333275, -118.5088594 34.0332647)",25,2,66939.0,0,95.48
residential,,,,"LINESTRING (-118.5088594 34.0332647, -118.5087081 34.0329955)",25,2,66939.0,0,95.48
tertiary,,,,"LINESTRING (-118.5180577 34.0304242, -118.5182477 34.0308294)",30,2,44277.0,0,99.99
tertiary,,,,"LINESTRING (-118.5182477 34.0308294, -118.5183506 34.0309717)",30,2,44277.0,0,99.99
tertiary,,,,"LINESTRING (-118.5183506 34.0309717, -118.5185051 34.0311282)",30,2,44277.0,0,99.99
tertiary,,,,"LINESTRING (-118.5185051 34.0311282, -118.518694 34.0312562)",30,2,44277.0,0,99.99
tertiary,,,,"LINESTRING (-118.518694 34.0312562, -118.5188698 34.0313728)",30,2,44277.0,0,99.99
tertiary,,,,"LINESTRING (-118.5188698 34.0313728, -118.5189944 34.0314554)",30,2,57142.0,1,41.59
tertiary,,,,"LINESTRING (-118.5189944 34.0314554, -118.519106 34.0315834)",30,2,57142.0,0,41.59
tertiary,,,,"LINESTRING (-118.519106 34.0315834, -118.5191575 34.031683)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.5191575 34.031683, -118.5191918 34.0318039)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.5191918 34.0318039, -118.519204 34.0318849)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.519204 34.0318849, -118.5191301 34.0325526)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.5191301 34.0325526, -118.5191322 34.0326967)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.5191322 34.0326967, -118.5191695 34.0328359)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.5191695 34.0328359, -118.519247 34.0329965)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.519247 34.0329965, -118.5195162 34.0333934)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.5195162 34.0333934, -118.5195764 34.033614)",30,2,41731.0,0,99.99
tertiary,,,,"LINESTRING (-118.5195764 34.033614, -118.5196158 34.0340322)",30,2,10082.0,1,38.64
tertiary,,,,"LINESTRING (-118.5196158 34.0340322, -118.5196492 34.0345036)",30,2,41234.0,0,99.63
tertiary,,,,"LINESTRING (-118.5196492 34.0345036, -118.5196463 34.0348322)",30,2,41234.0,0,99.63
tertiary,,,,"LINESTRING (-118.5196463 34.0348322, -118.519603 34.035101)",30,2,41234.0,0,99.63
tertiary,,,,"LINESTRING (-118.519603 34.035101, -118.5195241 34.0353559)",30,2,41234.0,0,99.63
tertiary,,,,"LINESTRING (-118.5195241 34.0353559, -118.5194018 34.0356637)",30,2,41234.0,0,99.63
tertiary,,,,"LINESTRING (-118.5194018 34.0356637, -118.5192096 34.0360935)",30,2,64151.0,0,17.64
tertiary,,,,"LINESTRING (-118.5192096 34.0360935, -118.5186435 34.0372353)",30,2,35851.0,0,99.63
tertiary,,,,"LINESTRING (-118.5186435 34.0372353, -118.5183946 34.0378541)",30,2,35851.0,0,99.63
tertiary,,,,"LINESTRING (-118.5183946 34.0378541, -118.5182396 34.0384922)",30,2,35851.0,0,99.63
tertiary,,,,"LINESTRING (-118.5182396 34.0384922, -118.51812 34.0391059)",30,2,44004.0,0,91.82
tertiary,,,,"LINESTRING (-118.51812 34.0391059, -118.5180685 34.0395753)",30,2,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5180685 34.0395753, -118.5180685 34.0399594)",30,2,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5180685 34.0399594, -118.5181801 34.040884)",30,2,24854.0,0,99.63
residential,,,,"LINESTRING (-118.5160469 34.0371507, -118.5150942 34.0367667)",25,2,40320.0,0,73.13
residential,,,,"LINESTRING (-118.5182396 34.0384922, -118.5183361 34.0385003)",25,2,44004.0,0,91.82
residential,,,,"LINESTRING (-118.5183361 34.0385003, -118.5189644 34.0385527)",25,2,44004.0,0,91.82
residential,,,,"LINESTRING (-118.5189644 34.0385527, -118.5190835 34.0385626)",25,2,38990.0,0,76.43
residential,,,,"LINESTRING (-118.5185075 34.0410634, -118.5184628 34.0410531)",25,2,39088.0,0,84.12
residential,,,,"LINESTRING (-118.5184628 34.0410531, -118.5184296 34.0410431)",25,2,39088.0,0,84.12
residential,,,,"LINESTRING (-118.5184296 34.0410431, -118.5183786 34.0410431)",25,2,39088.0,0,84.12
residential,,,,"LINESTRING (-118.5183786 34.0410431, -118.5183384 34.0410342)",25,2,39088.0,0,84.12
residential,,,,"LINESTRING (-118.5183384 34.0410342, -118.5183035 34.0410187)",25,2,39088.0,0,84.12
residential,,,,"LINESTRING (-118.5183035 34.0410187, -118.5181801 34.040884)",25,2,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.518236 34.0413313, -118.5182493 34.0412357)",30,3,39088.0,0,84.12
tertiary,,,,"LINESTRING (-118.5182493 34.0412357, -118.518235 34.0410838)",30,3,39088.0,0,84.12
tertiary,,,,"LINESTRING (-118.518235 34.0410838, -118.5181801 34.040884)",30,3,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5181801 34.040884, -118.5181481 34.0410193)",30,2,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5181481 34.0410193, -118.5181357 34.0412449)",30,2,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5181357 34.0412449, -118.5181294 34.0413149)",30,2,51033.0,0,68.51
tertiary,,,,"LINESTRING (-118.5181801 34.040884, -118.5181533 34.0409698)",30,3,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5181533 34.0409698, -118.5181291 34.0410365)",30,3,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5181291 34.0410365, -118.518097 34.0410943)",30,3,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.518097 34.0410943, -118.5180621 34.0411476)",30,3,24854.0,0,99.63
tertiary,,,,"LINESTRING (-118.5180621 34.0411476, -118.5180138 34.0412009)",30,3,51033.0,0,68.51
tertiary,,,,"LINESTRING (-118.5180138 34.0412009, -118.5179575 34.0412565)",30,3,51033.0,0,68.51
tertiary,,,,"LINESTRING (-118.5179575 34.0412565, -118.5179012 34.0412965)",30,3,51033.0,0,68.51
tertiary,,,,"LINESTRING (-118.5179012 34.0412965, -118.5178368 34.0413476)",30,3,51033.0,0,68.51
residential,,,,"LINESTRING (-118.516077 34.0380324, -118.5158787 34.0383372)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5158787 34.0383372, -118.5158873 34.0384438)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5158873 34.0384438, -118.5159216 34.0387497)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5159216 34.0387497, -118.5159302 34.0389062)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5159302 34.0389062, -118.5159044 34.0390342)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5159044 34.0390342, -118.5157928 34.0392476)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5157928 34.0392476, -118.5154839 34.0396103)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5154839 34.0396103, -118.5153036 34.0397596)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5153036 34.0397596, -118.5151062 34.0398734)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5151062 34.0398734, -118.5144979 34.0402313)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5121912 34.0338272, -118.5121997 34.0339126)",25,2,19671.0,0,80.53
residential,,,,"LINESTRING (-118.5121997 34.0339126, -118.512174 34.0339624)",25,2,19671.0,0,80.53
residential,,,,"LINESTRING (-118.512174 34.0339624, -118.5120195 34.0340904)",25,2,19671.0,0,80.53
residential,,,,"LINESTRING (-118.5120195 34.0340904, -118.5118908 34.0342398)",25,2,19671.0,0,80.53
residential,,,,"LINESTRING (-118.5118908 34.0342398, -118.5113672 34.0351786)",25,2,53645.0,0,82.85
residential,,,,"LINESTRING (-118.5113672 34.0351786, -118.5110754 34.0357121)",25,2,8214.0,1,80.53
residential,,,,"LINESTRING (-118.5110754 34.0357121, -118.5109457 34.0360601)",25,2,8214.0,0,80.53
residential,,,,"LINESTRING (-118.5109457 34.0360601, -118.5108185 34.0363469)",25,2,8214.0,0,80.53
residential,,,,"LINESTRING (-118.5108185 34.0363469, -118.5106817 34.036584)",25,2,8214.0,0,80.53
residential,,,,"LINESTRING (-118.5106817 34.036584, -118.5105437 34.036807)",25,2,8214.0,0,80.53
residential,,,,"LINESTRING (-118.5105437 34.036807, -118.5106654 34.0376842)",25,2,68073.0,0,80.53
residential,,,,"LINESTRING (-118.5106654 34.0376842, -118.5106654 34.0379331)",25,2,68073.0,0,80.53
residential,,,,"LINESTRING (-118.5106654 34.0379331, -118.5106396 34.0382105)",25,2,68073.0,0,80.53
residential,,,,"LINESTRING (-118.5106396 34.0382105, -118.5106053 34.0383954)",25,2,68073.0,0,80.53
residential,,,,"LINESTRING (-118.5106053 34.0383954, -118.5104805 34.0389776)",25,2,68073.0,0,80.53
residential,,,,"LINESTRING (-118.5104805 34.0389776, -118.510414 34.0392877)",25,2,68073.0,0,80.53
residential,,,,"LINESTRING (-118.5093867 34.0343768, -118.5094482 34.0344833)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.5094482 34.0344833, -118.5094904 34.0345875)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.5094904 34.0345875, -118.509514 34.0347007)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.509514 34.0347007, -118.5095122 34.034826)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.5095122 34.034826, -118.5095035 34.0349834)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.5095035 34.0349834, -118.5094234 34.0355639)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.5094234 34.0355639, -118.5093639 34.0360879)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.5093639 34.0360879, -118.509375 34.0361966)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.509375 34.0361966, -118.5094768 34.0366607)",25,2,38997.0,0,92.5
residential,,,,"LINESTRING (-118.5094768 34.0366607, -118.5097228 34.0377872)",25,2,46688.0,0,21.78
residential,,,,"LINESTRING (-118.5097228 34.0377872, -118.5097573 34.0379821)",25,2,46688.0,0,21.78
residential,,,,"LINESTRING (-118.5097573 34.0379821, -118.5097627 34.038084)",25,2,49661.0,0,79.05
residential,,,,"LINESTRING (-118.5097627 34.038084, -118.5097508 34.038252)",25,2,49661.0,0,79.05
residential,,,,"LINESTRING (-118.5097508 34.038252, -118.5096602 34.0386633)",25,2,49661.0,0,79.05
residential,,,,"LINESTRING (-118.5096602 34.0386633, -118.5095674 34.0390772)",25,2,49661.0,0,79.05
residential,,,,"LINESTRING (-118.5095674 34.0390772, -118.5095167 34.0392095)",25,2,49661.0,0,79.05
residential,,,,"LINESTRING (-118.5095167 34.0392095, -118.5094261 34.0393293)",25,2,49661.0,0,79.05
residential,,,,"LINESTRING (-118.5094261 34.0393293, -118.5093617 34.0393915)",25,2,49661.0,0,79.05
residential,,,,"LINESTRING (-118.5097228 34.0377872, -118.5106654 34.0376842)",25,2,68073.0,0,80.53
residential,,,,"LINESTRING (-118.5160469 34.0351663, -118.5159839 34.0352522)",25,2,19676.0,0,38.09
residential,,,,"LINESTRING (-118.5159839 34.0352522, -118.5158324 34.0359487)",25,2,28422.0,0,89.37
residential,,,,"LINESTRING (-118.5158324 34.0359487, -118.5157723 34.0361336)",25,2,28422.0,0,89.37
residential,,,,"LINESTRING (-118.5157723 34.0361336, -118.5156435 34.0362901)",25,2,28422.0,0,89.37
residential,,,,"LINESTRING (-118.5156435 34.0362901, -118.5150942 34.0367667)",25,2,28422.0,0,89.37
residential,,,,"LINESTRING (-118.5150942 34.0367667, -118.5143647 34.0377909)",25,2,40320.0,0,73.13
residential,,,,"LINESTRING (-118.5138668 34.0393485, -118.5139435 34.0399445)",25,2,25481.0,0,77.14
residential,,,,"LINESTRING (-118.5139435 34.0399445, -118.5139527 34.0401095)",25,2,25481.0,0,77.14
residential,,,,"LINESTRING (-118.5133646 34.0396406, -118.5139435 34.0399445)",25,2,25481.0,0,77.14
residential,,,,"LINESTRING (-118.508775 34.0402378, -118.5088783 34.0403129)",25,2,35610.0,0,79.05
secondary,,,,"LINESTRING (-118.5189236 34.0417053, -118.5202563 34.0427858)",30,4,18465.0,0,61.63
residential,,,,"LINESTRING (-118.5186227 34.0413876, -118.5185959 34.0413432)",25,2,48293.0,0,69.54
residential,,,,"LINESTRING (-118.5185959 34.0413432, -118.5185878 34.0413098)",25,2,48293.0,0,69.54
residential,,,,"LINESTRING (-118.5185878 34.0413098, -118.5185905 34.0412743)",25,2,48293.0,0,69.54
residential,,,,"LINESTRING (-118.5185905 34.0412743, -118.518626 34.0411951)",25,2,44282.0,0,84.68
secondary,,,,"LINESTRING (-118.5186947 34.0414655, -118.5184507 34.0413644)",30,2,48293.0,0,69.54
secondary,,,,"LINESTRING (-118.5184507 34.0413644, -118.518236 34.0413313)",30,2,48293.0,0,69.54
secondary,,,,"LINESTRING (-118.5189236 34.0417053, -118.5188582 34.0415864)",30,2,18465.0,0,61.63
secondary,,,,"LINESTRING (-118.5188582 34.0415864, -118.5186947 34.0414655)",30,2,48293.0,0,69.54
secondary,,,,"LINESTRING (-118.5181223 34.0414144, -118.5182276 34.0414261)",30,2,8265.0,0,61.6
secondary,,,,"LINESTRING (-118.5182276 34.0414261, -118.518301 34.0414343)",30,2,56747.0,0,62.8
secondary,,,,"LINESTRING (-118.518301 34.0414343, -118.5184595 34.041478)",30,2,56747.0,0,62.8
secondary,,,,"LINESTRING (-118.5184595 34.041478, -118.5186872 34.0415812)",30,2,56747.0,0,62.8
secondary,,,,"LINESTRING (-118.5186872 34.0415812, -118.5189236 34.0417053)",30,2,18465.0,0,61.63
tertiary_link,,,,"LINESTRING (-118.5186947 34.0414655, -118.5186227 34.0413876)",30,2,48293.0,0,69.54
tertiary_link,,,,"LINESTRING (-118.5186227 34.0413876, -118.5183545 34.0411465)",30,2,39088.0,0,84.12
tertiary_link,,,,"LINESTRING (-118.5183545 34.0411465, -118.5182686 34.0410643)",30,2,39088.0,0,84.12
tertiary_link,,,,"LINESTRING (-118.5182686 34.0410643, -118.5182324 34.0410042)",30,2,24854.0,0,99.63
tertiary_link,,,,"LINESTRING (-118.5182324 34.0410042, -118.5181801 34.040884)",30,2,24854.0,0,99.63
tertiary_link,,,,"LINESTRING (-118.5182276 34.0414261, -118.518236 34.0413313)",30,2,56747.0,0,62.8
secondary,,,,"LINESTRING (-118.518236 34.0413313, -118.5181294 34.0413149)",30,2,19173.0,0,99.63
tertiary_link,,,,"LINESTRING (-118.5181294 34.0413149, -118.5181223 34.0414144)",30,2,8265.0,0,61.6
secondary,,,,"LINESTRING (-118.5202563 34.0427858, -118.5205327 34.0430099)",30,5,39093.0,0,89.13
residential,,,,"LINESTRING (-118.5171844 34.0436933, -118.5181972 34.0435439)",25,2,46687.0,0,85.38
residential,,,,"LINESTRING (-118.5181972 34.0435439, -118.5192272 34.0433804)",25,2,30194.0,0,34.02
residential,,,,"LINESTRING (-118.5192272 34.0433804, -118.5202266 34.0432435)",25,2,21879.0,0,89.13
residential,,,,"LINESTRING (-118.5202266 34.0432435, -118.5205327 34.0430099)",25,2,42374.0,0,66.61
residential,,,,"LINESTRING (-118.5205327 34.0430099, -118.5212214 34.0424166)",25,2,2639.0,0,75.77
residential,,,,"LINESTRING (-118.5212214 34.0424166, -118.5218794 34.0418584)",25,2,66758.0,0,89.13
secondary,,,,"LINESTRING (-118.5181294 34.0413149, -118.5180104 34.0413165)",30,2,51033.0,0,68.51
secondary,,,,"LINESTRING (-118.5180104 34.0413165, -118.5178368 34.0413476)",30,2,51033.0,0,68.51
secondary,,,,"LINESTRING (-118.5178368 34.0413476, -118.5176255 34.0414238)",30,2,51033.0,0,68.51
secondary,,,,"LINESTRING (-118.5176255 34.0414238, -118.5174078 34.0415291)",30,2,51033.0,0,68.51
secondary,,,,"LINESTRING (-118.5174078 34.0415291, -118.5172921 34.0416459)",30,2,15837.0,0,82.77
residential,,,,"LINESTRING (-118.5174091 34.0419354, -118.5174248 34.0418726)",25,2,15837.0,0,82.77
residential,,,,"LINESTRING (-118.5174248 34.0418726, -118.5174787 34.0417166)",25,2,15837.0,0,82.77
residential,,,,"LINESTRING (-118.5174787 34.0417166, -118.5175261 34.0415833)",25,2,15837.0,0,82.77
secondary,,,,"LINESTRING (-118.5173135 34.0418043, -118.5174292 34.0416709)",30,2,15837.0,0,82.77
secondary,,,,"LINESTRING (-118.5174292 34.0416709, -118.5175261 34.0415833)",30,2,15837.0,0,82.77
secondary,,,,"LINESTRING (-118.5175261 34.0415833, -118.5177764 34.0414624)",30,2,23021.0,0,93.56
secondary,,,,"LINESTRING (-118.5177764 34.0414624, -118.5179261 34.0414217)",30,2,8265.0,0,61.6
secondary,,,,"LINESTRING (-118.5179261 34.0414217, -118.5180494 34.0414134)",30,2,8265.0,0,61.6
secondary,,,,"LINESTRING (-118.5180494 34.0414134, -118.5181223 34.0414144)",30,2,8265.0,0,61.6
secondary_link,,,,"LINESTRING (-118.5173039 34.0418685, -118.5173488 34.0418607)",30,2,15837.0,0,82.77
secondary_link,,,,"LINESTRING (-118.5173488 34.0418607, -118.5173824 34.0418829)",30,2,15837.0,0,82.77
secondary_link,,,,"LINESTRING (-118.5173824 34.0418829, -118.5174091 34.0419354)",30,2,15837.0,0,82.77
residential,,,,"LINESTRING (-118.5163969 34.0408615, -118.5163711 34.0410891)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5163711 34.0410891, -118.5163711 34.0413665)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5163711 34.0413665, -118.516354 34.0418715)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.516354 34.0418715, -118.516311 34.0420777)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.516311 34.0420777, -118.5162546 34.0422668)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5162546 34.0422668, -118.516205 34.0423822)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.516205 34.0423822, -118.5161197 34.0425343)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5161197 34.0425343, -118.5160211 34.0426746)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5160211 34.0426746, -118.5159096 34.0428325)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5159096 34.0428325, -118.5158691 34.0429092)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5158691 34.0429092, -118.5158467 34.0429809)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5158467 34.0429809, -118.5158471 34.0430499)",25,2,65357.0,0,82.51
residential,,,,"LINESTRING (-118.5158471 34.0430499, -118.5158654 34.0431117)",25,2,32735.0,0,82.51
residential,,,,"LINESTRING (-118.5158654 34.0431117, -118.5160198 34.043522)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5160198 34.043522, -118.5160323 34.0436135)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5160323 34.0436135, -118.5160364 34.0437112)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5160364 34.0437112, -118.5160298 34.0438059)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5160298 34.0438059, -118.5160134 34.0438835)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5160134 34.0438835, -118.5159898 34.0439648)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5159898 34.0439648, -118.5159427 34.0440479)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5159427 34.0440479, -118.5158836 34.0441284)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5158836 34.0441284, -118.5157545 34.04426)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5157545 34.04426, -118.5156393 34.0443608)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5156393 34.0443608, -118.5155087 34.0444131)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5158654 34.0431117, -118.5155143 34.043161)",25,2,22150.0,0,82.51
residential,,,,"LINESTRING (-118.5155143 34.043161, -118.5152856 34.0431876)",25,2,32735.0,0,82.51
residential,,,,"LINESTRING (-118.5152856 34.0431876, -118.5150515 34.0432332)",25,2,32735.0,0,82.51
residential,,,,"LINESTRING (-118.5150515 34.0432332, -118.5143949 34.0433966)",25,2,32735.0,0,82.51
residential,,,,"LINESTRING (-118.5143949 34.0433966, -118.5143096 34.043413)",25,2,32735.0,0,82.51
residential,,,,"LINESTRING (-118.5143096 34.043413, -118.514246 34.0434167)",25,2,32735.0,0,82.51
residential,,,,"LINESTRING (-118.5189236 34.0417053, -118.5188906 34.0418021)",25,2,18465.0,0,61.63
residential,,,,"LINESTRING (-118.5188906 34.0418021, -118.5192272 34.0433804)",25,2,60965.0,0,43.37
residential,,,,"LINESTRING (-118.5177764 34.0414624, -118.5177738 34.0415388)",25,2,8265.0,0,61.6
residential,,,,"LINESTRING (-118.5177738 34.0415388, -118.5181972 34.0435439)",25,2,23021.0,0,93.56
residential,,,,"LINESTRING (-118.5139435 34.0399445, -118.5141478 34.039971)",25,2,25481.0,0,77.14
residential,,,,"LINESTRING (-118.5141478 34.039971, -118.5142477 34.0400068)",25,2,25481.0,0,77.14
residential,,,,"LINESTRING (-118.5142477 34.0400068, -118.5143298 34.04007)",25,2,25481.0,0,77.14
residential,,,,"LINESTRING (-118.5143298 34.04007, -118.5144979 34.0402313)",25,2,3523.0,0,94.41
residential,,,,"LINESTRING (-118.5144979 34.0402313, -118.5146267 34.0403559)",25,2,68250.0,0,94.36
residential,,,,"LINESTRING (-118.5146267 34.0403559, -118.5146894 34.0403914)",25,2,68250.0,0,94.36
residential,,,,"LINESTRING (-118.5146894 34.0403914, -118.5147906 34.0404086)",25,2,68250.0,0,94.36
residential,,,,"LINESTRING (-118.5147906 34.0404086, -118.5152102 34.0404104)",25,2,68250.0,0,94.36
residential,,,,"LINESTRING (-118.5152102 34.0404104, -118.5152745 34.0404258)",25,2,68250.0,0,94.36
residential,,,,"LINESTRING (-118.5152745 34.0404258, -118.5153431 34.0404651)",25,2,68250.0,0,94.36
residential,,,,"LINESTRING (-118.5153431 34.0404651, -118.5154547 34.0406572)",25,2,68250.0,0,94.36
