highway,bicycle,width,shoulder,geometry,speed_lim,nlanes,pave_ref,nacc,PCI
service,,,,"LINESTRING (-118.4808051 33.9944598, -118.4806483 33.9945422)",30,1,343.0,0,60.18
service,,,,"LINESTRING (-118.480675 33.9945742, -118.480832 33.9944898)",30,1,343.0,0,60.18
service,,,,"LINESTRING (-118.4807366 33.9946373, -118.4814998 33.9954915)",30,1,54078.0,0,93.02
residential,,,,"LINESTRING (-118.4809976 33.9952397, -118.4806645 33.9954656)",25,2,54078.0,0,93.02
pedestrian,,,,"LINESTRING (-118.4820524 33.996416, -118.481489 33.995821)",5,1,31011.0,0,93.02
pedestrian,,,,"LINESTRING (-118.481489 33.995821, -118.4813943 33.9956577)",5,1,31011.0,0,93.02
pedestrian,,,,"LINESTRING (-118.4813943 33.9956577, -118.4809976 33.9952397)",5,1,54078.0,0,93.02
pedestrian,,,,"LINESTRING (-118.4809976 33.9952397, -118.4806421 33.9948284)",5,1,54078.0,0,93.02
service,,,,"LINESTRING (-118.4806181 33.9945075, -118.4806483 33.9945422)",30,1,343.0,0,60.18
service,,,,"LINESTRING (-118.4806483 33.9945422, -118.480675 33.9945742)",30,1,343.0,0,60.18
service,,,,"LINESTRING (-118.4806181 33.9945075, -118.480546 33.9945462)",30,2,343.0,0,60.18
service,,,,"LINESTRING (-118.480546 33.9945462, -118.4805184 33.994561)",30,2,343.0,0,60.18
service,,,,"LINESTRING (-118.4804735 33.9946334, -118.480579 33.994628)",30,1,343.0,1,60.18
service,,,,"LINESTRING (-118.480579 33.994628, -118.480675 33.9945742)",30,1,343.0,0,60.18
service,,,,"LINESTRING (-118.4805184 33.994561, -118.4804735 33.9946334)",30,1,343.0,0,60.18
pedestrian,,,,"LINESTRING (-118.4806421 33.9948284, -118.4804735 33.9946334)",5,1,343.0,0,60.18
tertiary,,,,"LINESTRING (-118.4801059 33.9948763, -118.4804735 33.9946334)",25,2,55556.0,2,23.0
tertiary,,,,"LINESTRING (-118.4786006 33.9956812, -118.4801059 33.9948763)",25,2,6661.0,4,18.61
residential,,,,"LINESTRING (-118.480386 33.9951714, -118.4789076 33.9960684)",25,2,13005.0,0,42.45
residential,,,,"LINESTRING (-118.4789076 33.9960684, -118.4788235 33.9961026)",25,2,63967.0,0,7.61
residential,,,,"LINESTRING (-118.4788235 33.9961026, -118.4786788 33.9961761)",25,2,6661.0,0,18.61
residential,,,,"LINESTRING (-118.4814678 33.9963265, -118.481738 33.9966246)",25,2,28083.0,0,14.0
service,,,,"LINESTRING (-118.4814678 33.9963265, -118.4799834 33.9972707)",30,2,28083.0,0,14.0
service,,,,"LINESTRING (-118.4799834 33.9972707, -118.4799021 33.9973224)",30,2,71260.0,0,26.25
residential,,,,"LINESTRING (-118.4796654 33.9970239, -118.4811895 33.996013)",25,2,10042.0,0,27.61
residential,,,,"LINESTRING (-118.4811895 33.996013, -118.481489 33.995821)",25,2,31011.0,0,93.02
residential,,,,"LINESTRING (-118.4809321 33.995764, -118.4794286 33.9967253)",25,2,44110.0,0,56.13
pedestrian,,,,"LINESTRING (-118.4806645 33.9954656, -118.4791942 33.9964297)",5,1,7167.0,0,87.5
footway,,,,"LINESTRING (-118.4801368 33.9974287, -118.4799834 33.9972707)",5,1,28083.0,0,14.0
footway,,,,"LINESTRING (-118.4799834 33.9972707, -118.4799404 33.9972231)",5,1,28083.0,0,14.0
footway,,,,"LINESTRING (-118.4799404 33.9972231, -118.4797779 33.9970232)",5,1,28083.0,0,14.0
footway,,,,"LINESTRING (-118.4797779 33.9970232, -118.4811944 33.9960953)",5,1,38733.0,0,78.96
tertiary,,,,"LINESTRING (-118.4796654 33.9970239, -118.4799021 33.9973224)",30,4,71260.0,0,26.25
footway,,,,"LINESTRING (-118.4798672 33.9939383, -118.4796678 33.9940689)",5,1,30131.0,0,19.0
footway,,,,"LINESTRING (-118.4796678 33.9940689, -118.4794603 33.9942114)",5,1,24647.0,0,63.77
footway,,,,"LINESTRING (-118.4794603 33.9942114, -118.4781275 33.9950846)",5,1,12348.0,0,15.61
footway,,,,"LINESTRING (-118.4781275 33.9950846, -118.4775447 33.995465)",5,1,14381.0,0,88.55
service,,,,"LINESTRING (-118.479769 33.9945256, -118.4795998 33.9946307)",30,2,4234.0,0,57.53
service,,,,"LINESTRING (-118.4795998 33.9946307, -118.4783482 33.9953629)",30,2,21276.0,1,3.61
service,,,,"LINESTRING (-118.4783482 33.9953629, -118.4778225 33.9957043)",30,2,56739.0,1,88.55
service,,,,"LINESTRING (-118.4791556 33.9938816, -118.4778447 33.994728)",30,2,24646.0,1,64.71
service,,,,"LINESTRING (-118.4778447 33.994728, -118.4771857 33.9951464)",30,2,49077.0,0,15.61
tertiary,,,,"LINESTRING (-118.4786006 33.9956812, -118.4783482 33.9953629)",30,4,8412.0,1,36.9
tertiary,,,,"LINESTRING (-118.4774555 33.9957848, -118.4773673 33.9956751)",38,2,29011.0,0,51.19
tertiary,,,,"LINESTRING (-118.4773673 33.9956751, -118.4772643 33.995547)",38,2,29011.0,0,51.19
tertiary,,,,"LINESTRING (-118.4772643 33.995547, -118.4766733 33.9948608)",38,2,17361.0,0,88.55
tertiary,,,,"LINESTRING (-118.4766733 33.9948608, -118.4764813 33.9946437)",38,2,28999.0,0,68.38
tertiary,,,,"LINESTRING (-118.4764813 33.9946437, -118.4762957 33.9944338)",38,2,29686.0,3,12.53
residential,,,,"LINESTRING (-118.4780986 33.9959416, -118.4779383 33.9958091)",25,2,11176.0,0,35.49
residential,,,,"LINESTRING (-118.4779383 33.9958091, -118.4778225 33.9957043)",25,2,56739.0,0,88.55
residential,,,,"LINESTRING (-118.4778225 33.9957043, -118.4775447 33.995465)",25,2,14381.0,0,88.55
residential,,,,"LINESTRING (-118.4775447 33.995465, -118.4771857 33.9951464)",25,2,32006.0,0,88.55
residential,,,,"LINESTRING (-118.4771857 33.9951464, -118.4768363 33.9948319)",25,2,1746.0,1,74.85
residential,,,,"LINESTRING (-118.4766784 33.9946869, -118.4764813 33.9946437)",25,2,28999.0,0,68.38
tertiary,,,,"LINESTRING (-118.4786006 33.9956812, -118.4789076 33.9960684)",30,4,6661.0,0,18.61
tertiary,,,,"LINESTRING (-118.4789076 33.9960684, -118.4791838 33.9964166)",30,4,63967.0,0,7.61
tertiary,,,,"LINESTRING (-118.4791838 33.9964166, -118.4791942 33.9964297)",30,4,61250.0,0,7.61
tertiary,,,,"LINESTRING (-118.4791942 33.9964297, -118.4794286 33.9967253)",30,4,61250.0,0,7.61
tertiary,,,,"LINESTRING (-118.4794286 33.9967253, -118.4796654 33.9970239)",30,4,24165.0,0,67.97
service,,,,"LINESTRING (-118.4789476 33.9965401, -118.4791838 33.9964166)",30,2,63967.0,0,7.61
tertiary,,,,"LINESTRING (-118.4787601 33.9971764, -118.4780586 33.996477)",30,2,16973.0,0,57.81
tertiary,,,,"LINESTRING (-118.4777236 33.9961304, -118.4776087 33.99598)",38,3,11176.0,1,35.49
tertiary,,,,"LINESTRING (-118.4776087 33.99598, -118.4775389 33.9958886)",38,3,29011.0,0,51.19
tertiary,,,,"LINESTRING (-118.4775389 33.9958886, -118.4774555 33.9957848)",38,3,29011.0,0,51.19
tertiary,,,,"LINESTRING (-118.4780586 33.996477, -118.4778247 33.9962404)",30,4,16973.0,0,57.81
tertiary,,,,"LINESTRING (-118.4778247 33.9962404, -118.4777236 33.9961304)",30,4,11176.0,0,35.49
service,,,,"LINESTRING (-118.4773673 33.9956751, -118.4765639 33.9961127)",30,2,29011.0,0,51.19
tertiary,,,,"LINESTRING (-118.4750645 33.9975466, -118.4760777 33.9970025)",25,2,71262.0,1,86.7
tertiary,,,,"LINESTRING (-118.4760777 33.9970025, -118.4769811 33.996529)",25,2,71262.0,1,86.7
tertiary,,,,"LINESTRING (-118.4769811 33.996529, -118.4775832 33.9962049)",25,2,71263.0,1,75.54
tertiary,,,,"LINESTRING (-118.4775832 33.9962049, -118.4777236 33.9961304)",25,2,16973.0,0,57.81
tertiary,,,,"LINESTRING (-118.4777236 33.9961304, -118.4780986 33.9959416)",25,2,11176.0,1,35.49
tertiary,,,,"LINESTRING (-118.4780986 33.9959416, -118.4786006 33.9956812)",25,2,6661.0,5,18.61
secondary,,,,"LINESTRING (-118.4799021 33.9973224, -118.4801657 33.9976028)",30,4,71260.0,0,26.25
residential,,,,"LINESTRING (-118.4790149 33.9974381, -118.4796654 33.9970239)",25,2,24165.0,2,67.97
tertiary,,,,"LINESTRING (-118.4790149 33.9974381, -118.4787601 33.9971764)",30,3,24165.0,0,67.97
tertiary,,,,"LINESTRING (-118.4793847 33.9978217, -118.4792326 33.997671)",30,2,71264.0,0,57.81
tertiary,,,,"LINESTRING (-118.4792326 33.997671, -118.4790149 33.9974381)",30,2,24165.0,1,67.97
service,,,,"LINESTRING (-118.4792326 33.997671, -118.4784809 33.998077)",30,2,71263.0,0,75.54
residential,,,,"LINESTRING (-118.4776382 33.9985692, -118.4777877 33.9984855)",25,2,71262.0,0,86.7
residential,,,,"LINESTRING (-118.4783987 33.998131, -118.4784809 33.998077)",25,2,71263.0,0,75.54
residential,,,,"LINESTRING (-118.4778622 33.9987915, -118.4776382 33.9985692)",25,2,71262.0,0,86.7
residential,,,,"LINESTRING (-118.4776382 33.9985692, -118.4775797 33.9985111)",25,2,71262.0,0,86.7
tertiary,,,,"LINESTRING (-118.4772265 33.9997199, -118.4765841 33.9990804)",25,2,71261.0,0,94.02
cycleway,,,,"LINESTRING (-118.4801331 33.9985168, -118.4777238 33.9961436)",15,2,24165.0,6,67.97
primary,yes,,,"LINESTRING (-118.5352298 34.0354299, -118.5357519 34.0358261)",45,8,34319.0,1,33.8
residential,,,,"LINESTRING (-118.531499 34.0373776, -118.5306235 34.0372211)",25,2,24536.0,0,26.12
residential,,,,"LINESTRING (-118.5306235 34.0372211, -118.5296365 34.0370504)",25,2,24536.0,0,26.12
residential,,,,"LINESTRING (-118.5296365 34.0370504, -118.5285293 34.0368655)",25,2,2623.0,0,76.73
residential,,,,"LINESTRING (-118.5285293 34.0368655, -118.5281688 34.0367801)",25,2,35622.0,0,88.31
residential,,,,"LINESTRING (-118.5281688 34.0367801, -118.5278598 34.0366521)",25,2,35622.0,0,88.31
residential,,,,"LINESTRING (-118.5278598 34.0366521, -118.5276109 34.0365098)",25,2,35622.0,0,88.31
residential,,,,"LINESTRING (-118.5276109 34.0365098, -118.5273534 34.0363178)",25,2,32935.0,0,83.29
residential,,,,"LINESTRING (-118.5273534 34.0363178, -118.5270201 34.0358588)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5270201 34.0358588, -118.5269414 34.0356563)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5269414 34.0356563, -118.5268641 34.0353505)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5268641 34.0353505, -118.5268055 34.0348488)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5268055 34.0348488, -118.5267955 34.0343404)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5267955 34.0343404, -118.5268009 34.0342659)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5268009 34.0342659, -118.5268212 34.0339848)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5268212 34.0339848, -118.5268384 34.0338283)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5268384 34.0338283, -118.5268813 34.0336861)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5268813 34.0336861, -118.5269671 34.0335651)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5269671 34.0335651, -118.5270873 34.0334656)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5270873 34.0334656, -118.5272075 34.0334229)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5272075 34.0334229, -118.5273791 34.0333944)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5273791 34.0333944, -118.5275165 34.0334087)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5275165 34.0334087, -118.5276538 34.0334442)",25,2,38616.0,0,54.85
residential,,,,"LINESTRING (-118.5281173 34.0352936, -118.5283061 34.0354571)",25,2,32935.0,0,83.29
residential,,,,"LINESTRING (-118.5283061 34.0354571, -118.5288211 34.0357488)",25,2,66937.0,0,53.54
residential,,,,"LINESTRING (-118.5288211 34.0357488, -118.5294222 34.0359445)",25,2,66937.0,0,53.54
residential,,,,"LINESTRING (-118.5189944 34.0314554, -118.519355 34.0305346)",25,2,57142.0,0,41.59
residential,,,,"LINESTRING (-118.519355 34.0305346, -118.5195531 34.0300772)",25,2,57142.0,0,41.59
residential,,,,"LINESTRING (-118.5195531 34.0300772, -118.5196464 34.0299629)",25,2,57142.0,0,41.59
residential,,,,"LINESTRING (-118.5196464 34.0299629, -118.5197916 34.029869)",25,2,57142.0,0,41.59
residential,,,,"LINESTRING (-118.5197916 34.029869, -118.5199482 34.0298379)",25,2,57142.0,0,41.59
residential,,,,"LINESTRING (-118.5199482 34.0298379, -118.5201569 34.0298628)",25,2,57142.0,0,41.59
residential,,,,"LINESTRING (-118.5201569 34.0298628, -118.5202829 34.0299589)",25,2,57142.0,0,41.59
residential,,,,"LINESTRING (-118.5202829 34.0299589, -118.5203713 34.0300711)",25,2,57143.0,0,84.68
residential,,,,"LINESTRING (-118.5203713 34.0300711, -118.5205223 34.0303242)",25,2,57143.0,0,84.68
residential,,,,"LINESTRING (-118.5205223 34.0303242, -118.5206596 34.0304543)",25,2,61159.0,0,77.84
residential,,,,"LINESTRING (-118.5206596 34.0304543, -118.5208706 34.0305795)",25,2,47029.0,0,84.68
residential,,,,"LINESTRING (-118.5208706 34.0305795, -118.5210957 34.0306964)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5210957 34.0306964, -118.521942 34.0311167)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.521942 34.0311167, -118.5228407 34.0316802)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5228407 34.0316802, -118.5231411 34.0318296)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5231411 34.0318296, -118.5233471 34.0318865)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5233471 34.0318865, -118.5237038 34.0319615)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5237038 34.0319615, -118.5239221 34.0320074)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5239221 34.0320074, -118.5241565 34.0321196)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5241565 34.0321196, -118.5243685 34.0322564)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5243685 34.0322564, -118.5244912 34.0324113)",25,2,54282.0,0,37.76
residential,,,,"LINESTRING (-118.5244912 34.0324113, -118.5245745 34.0326405)",25,2,35625.0,0,82.85
residential,,,,"LINESTRING (-118.5208706 34.0305795, -118.5208127 34.0306962)",25,2,52815.0,0,84.66
residential,,,,"LINESTRING (-118.5208127 34.0306962, -118.5208065 34.0311112)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5208065 34.0311112, -118.5208751 34.031417)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5208751 34.031417, -118.5209781 34.0316375)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5209781 34.0316375, -118.521167 34.0318794)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.521167 34.0318794, -118.5214159 34.0321141)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5214159 34.0321141, -118.5218107 34.0323631)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5218107 34.0323631, -118.5224502 34.0326547)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5224502 34.0326547, -118.5228493 34.0327258)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5228493 34.0327258, -118.5233325 34.0327883)",25,2,35625.0,0,82.85
residential,,,,"LINESTRING (-118.5233325 34.0327883, -118.5236131 34.0327827)",25,2,35625.0,0,82.85
residential,,,,"LINESTRING (-118.5236131 34.0327827, -118.5238732 34.0327598)",25,2,35625.0,0,82.85
residential,,,,"LINESTRING (-118.5238732 34.0327598, -118.5245745 34.0326405)",25,2,35625.0,0,82.85
residential,,,,"LINESTRING (-118.5218107 34.0323631, -118.521845 34.0324271)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.521845 34.0324271, -118.5218365 34.0324911)",25,2,64156.0,0,88.25
residential,,,,"LINESTRING (-118.5218193 34.0325409, -118.521785 34.0325978)",25,2,41054.0,0,82.57
residential,,,,"LINESTRING (-118.521785 34.0325978, -118.5217161 34.0326603)",25,2,41054.0,0,82.57
residential,,,,"LINESTRING (-118.5200769 34.0329748, -118.5201957 34.0329424)",25,2,41054.0,0,82.57
residential,,,,"LINESTRING (-118.5201957 34.0329424, -118.5207248 34.0327981)",25,2,41054.0,0,82.57
residential,,,,"LINESTRING (-118.5207248 34.0327981, -118.5212484 34.0326985)",25,2,41054.0,0,82.57
residential,,,,"LINESTRING (-118.5212484 34.0326985, -118.5217161 34.0326603)",25,2,41054.0,0,82.57
residential,,,,"LINESTRING (-118.5217161 34.0326603, -118.5224502 34.0326547)",25,2,41054.0,0,82.57
residential,,,,"LINESTRING (-118.5196158 34.0340322, -118.5204535 34.0339093)",25,2,10082.0,0,38.64
residential,,,,"LINESTRING (-118.5204535 34.0339093, -118.5211575 34.0337324)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5211575 34.0337324, -118.5215275 34.0336647)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5215275 34.0336647, -118.5218879 34.0336292)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5218879 34.0336292, -118.5222828 34.033615)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5222828 34.033615, -118.5228527 34.0336435)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5228527 34.0336435, -118.5233784 34.0336835)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5233784 34.0336835, -118.5239656 34.0336639)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5239656 34.0336639, -118.5241453 34.0336216)",25,2,49468.0,0,94.41
residential,,,,"LINESTRING (-118.5206202 34.0348083, -118.5207523 34.0347972)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5207523 34.0347972, -118.5207765 34.0347952)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5207765 34.0347952, -118.5215651 34.0346174)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5215651 34.0346174, -118.5218923 34.0345774)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5218923 34.0345774, -118.5222656 34.034561)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5222656 34.034561, -118.5229179 34.0346036)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5229179 34.0346036, -118.5235161 34.0347358)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5235161 34.0347358, -118.5236904 34.0347743)",25,2,54929.0,0,69.39
residential,,,,"LINESTRING (-118.5393758 34.0400316, -118.5395303 34.0400885)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5395303 34.0400885, -118.5396591 34.0401596)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5396591 34.0401596, -118.5397691 34.0402857)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5397691 34.0402857, -118.5397964 34.0404299)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5397964 34.0404299, -118.5397707 34.040565)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5397707 34.040565, -118.5394736 34.0410804)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5394736 34.0410804, -118.5392284 34.0412957)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5392284 34.0412957, -118.5389963 34.0413845)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5389963 34.0413845, -118.5387725 34.0414701)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5387725 34.0414701, -118.5386705 34.0415091)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.5386705 34.0415091, -118.538036 34.0417052)",25,2,39086.0,0,54.55
residential,,,,"LINESTRING (-118.538036 34.0417052, -118.5378036 34.0416157)",25,2,44350.0,0,73.74
residential,,,,"LINESTRING (-118.5349384 34.0397329, -118.53505 34.0398467)",25,2,49464.0,0,76.21
residential,,,,"LINESTRING (-118.53505 34.0398467, -118.5352646 34.0399818)",25,2,49464.0,0,76.21
residential,,,,"LINESTRING (-118.5352646 34.0399818, -118.5354791 34.0400814)",25,2,49464.0,0,76.21
residential,,,,"LINESTRING (-118.5354791 34.0400814, -118.5356937 34.0401596)",25,2,49464.0,0,76.21
residential,,,,"LINESTRING (-118.5356937 34.0401596, -118.535934 34.0402094)",25,2,49660.0,0,72.49
residential,,,,"LINESTRING (-118.535934 34.0402094, -118.5365434 34.040245)",25,2,49660.0,0,72.49
residential,,,,"LINESTRING (-118.5365434 34.040245, -118.5374978 34.0402557)",25,2,30162.0,0,68.35
residential,,,,"LINESTRING (-118.5374978 34.0402557, -118.5382171 34.0402165)",25,2,30162.0,0,68.35
residential,,,,"LINESTRING (-118.5382171 34.0402165, -118.5388008 34.0401667)",25,2,10077.0,0,51.82
residential,,,,"LINESTRING (-118.5388008 34.0401667, -118.5389826 34.040213)",25,2,10077.0,0,51.82
residential,,,,"LINESTRING (-118.5389826 34.040213, -118.539115 34.040308)",25,2,10077.0,0,51.82
residential,,,,"LINESTRING (-118.5374978 34.0402557, -118.5374946 34.0414379)",25,2,30162.0,0,68.35
service,,,,"LINESTRING (-118.5357519 34.0358261, -118.5359211 34.0357367)",10,2,34319.0,0,33.8
service,,,,"LINESTRING (-118.5358037 34.0356692, -118.5357519 34.0358261)",30,2,34319.0,0,33.8
primary,yes,,,"LINESTRING (-118.5357519 34.0358261, -118.5359329 34.035918)",45,7,34319.0,3,33.8
secondary,,,,"LINESTRING (-118.5351321 34.0364433, -118.5354134 34.0361897)",30,6,34319.0,0,33.8
secondary,,,,"LINESTRING (-118.5354134 34.0361897, -118.5357519 34.0358261)",30,6,34319.0,1,33.8
secondary,,,,"LINESTRING (-118.5348401 34.0367002, -118.5351321 34.0364433)",30,5,34319.0,0,33.8
residential,,,,"LINESTRING (-118.5344734 34.040684, -118.5352723 34.0410438)",25,2,58192.0,0,77.32
residential,,,,"LINESTRING (-118.5378036 34.0416157, -118.5374946 34.0414379)",25,2,44350.0,0,73.74
residential,,,,"LINESTRING (-118.5371685 34.0417864, -118.537486 34.0419571)",25,2,35804.0,0,77.32
