highway,bicycle,width,shoulder,geometry,speed_lim,nlanes,pave_ref,nacc,PCI
primary,,,,"LINESTRING (-118.2651298 33.9622912, -118.2651302 33.9624547)",35,4,8609.0,1,61.83
primary,,,,"LINESTRING (-118.2651302 33.9624547, -118.2651313 33.9628428)",35,5,8609.0,1,61.83
service,,,,"LINESTRING (-118.2657159 33.9632988, -118.2673261 33.96329)",30,2,266.0,0,67.55
service,,,,"LINESTRING (-118.2673261 33.96329, -118.2689168 33.9632988)",30,2,266.0,0,67.55
service,,,,"LINESTRING (-118.2687931 33.9642023, -118.2673185 33.9641976)",30,2,68715.0,0,55.2
service,,,,"LINESTRING (-118.2673185 33.9641976, -118.2657173 33.964211)",30,2,68715.0,0,55.2
primary,,,,"LINESTRING (-118.2651313 33.9628428, -118.2651303 33.9632233)",35,5,23262.0,0,89.37
primary,,,,"LINESTRING (-118.2651303 33.9632233, -118.2651299 33.9633852)",35,4,53764.0,0,37.59
primary,,,,"LINESTRING (-118.2651299 33.9633852, -118.2651289 33.9637505)",35,5,53764.0,0,37.59
primary,,,,"LINESTRING (-118.2651289 33.9637505, -118.2651323 33.9641438)",35,5,262.0,0,67.45
primary,,,,"LINESTRING (-118.2651323 33.9641438, -118.2651337 33.9643084)",35,4,25970.0,0,60.17
residential,,,,"LINESTRING (-118.273884 33.961913, -118.2716848 33.9619097)",25,2,14439.0,0,39.5
residential,,,,"LINESTRING (-118.2716848 33.9619097, -118.269491 33.9619138)",25,2,264.0,0,60.61
residential,,,,"LINESTRING (-118.269491 33.9619138, -118.2689197 33.9619199)",25,2,5763.0,0,89.37
residential,,,,"LINESTRING (-118.2689197 33.9619199, -118.2673233 33.9619371)",25,2,5763.0,0,89.37
residential,,,,"LINESTRING (-118.2673233 33.9619371, -118.2657011 33.9619391)",25,2,31496.0,0,55.2
residential,,,,"LINESTRING (-118.2657011 33.9619391, -118.2651288 33.9619398)",25,2,65814.0,1,99.29
residential,,,,"LINESTRING (-118.2651288 33.9619398, -118.2646175 33.9619409)",25,2,62513.0,0,44.59
residential,,,,"LINESTRING (-118.2646175 33.9619409, -118.2629066 33.9619444)",25,2,31514.0,0,36.84
residential,,,,"LINESTRING (-118.2629066 33.9619444, -118.2607654 33.9619533)",25,2,28871.0,0,11.48
residential,,,,"LINESTRING (-118.2607654 33.9619533, -118.2585569 33.9619613)",25,2,45615.0,0,31.19
residential,,,,"LINESTRING (-118.2585569 33.9619613, -118.2569266 33.9619689)",25,2,25849.0,0,33.81
residential,,,,"LINESTRING (-118.2569266 33.9619689, -118.2563982 33.9619714)",25,2,65819.0,0,97.9
residential,,,,"LINESTRING (-118.2563982 33.9619714, -118.255868 33.9619652)",25,2,65819.0,0,97.9
residential,,,,"LINESTRING (-118.2738866 33.9628052, -118.271706 33.962814)",25,2,35004.0,0,69.23
residential,,,,"LINESTRING (-118.271706 33.962814, -118.269505 33.9628251)",25,2,31497.0,1,64.32
residential,,,,"LINESTRING (-118.269505 33.9628251, -118.2689197 33.9628284)",25,2,69973.0,0,78.79
residential,,,,"LINESTRING (-118.2689197 33.9628284, -118.2673287 33.9628372)",25,2,11570.0,1,88.76
residential,,,,"LINESTRING (-118.2673287 33.9628372, -118.2656904 33.9628414)",25,2,31496.0,0,55.2
residential,,,,"LINESTRING (-118.2656904 33.9628414, -118.2651313 33.9628428)",25,2,8609.0,0,61.83
residential,,,,"LINESTRING (-118.2651313 33.9628428, -118.2646202 33.9628492)",25,2,8609.0,0,61.83
residential,,,,"LINESTRING (-118.2646202 33.9628492, -118.2629206 33.9628708)",25,2,37211.0,0,79.66
residential,,,,"LINESTRING (-118.2629206 33.9628708, -118.26077 33.9628657)",25,2,62688.0,0,76.32
residential,,,,"LINESTRING (-118.26077 33.9628657, -118.2585652 33.9628712)",25,2,31495.0,2,88.88
residential,,,,"LINESTRING (-118.2585652 33.9628712, -118.2569212 33.9628793)",25,2,69756.0,0,55.93
residential,,,,"LINESTRING (-118.2569212 33.9628793, -118.2563921 33.9628819)",25,2,53911.0,1,97.9
residential,,,,"LINESTRING (-118.2563921 33.9628819, -118.2558681 33.9628828)",25,2,53911.0,0,97.9
service,,,,"LINESTRING (-118.2615614 33.9596822, -118.2615507 33.9592364)",30,2,23069.0,0,62.38
service,,,,"LINESTRING (-118.2615507 33.9592364, -118.2615534 33.9583195)",30,2,196.0,0,61.39
service,,,,"LINESTRING (-118.2615534 33.9583195, -118.2615561 33.957898)",30,2,196.0,0,61.39
residential,,,,"LINESTRING (-118.2610385 33.960159, -118.2610314 33.9592388)",25,2,8806.0,0,74.22
residential,,,,"LINESTRING (-118.2610314 33.9592388, -118.2610314 33.9583208)",25,2,52127.0,0,12.79
residential,,,,"LINESTRING (-118.2610314 33.9583208, -118.2610408 33.9578959)",25,2,30147.0,0,40.28
service,,,,"LINESTRING (-118.2607539 33.9587953, -118.2585938 33.9588092)",30,2,57672.0,0,66.71
primary,,,,"LINESTRING (-118.2607602 33.9601544, -118.2603839 33.9601519)",35,7,53587.0,1,49.72
service,,,,"LINESTRING (-118.2646134 33.9605674, -118.2629099 33.9605716)",30,2,37005.0,0,25.84
service,,,,"LINESTRING (-118.2629099 33.9605716, -118.2607652 33.9605805)",30,2,53587.0,0,49.72
service,,,,"LINESTRING (-118.2607652 33.9605805, -118.2585747 33.9605938)",30,2,53587.0,0,49.72
service,,,,"LINESTRING (-118.2585747 33.9605938, -118.2577803 33.960603)",30,2,45452.0,0,88.88
residential,,,,"LINESTRING (-118.2651254 33.9592198, -118.2615507 33.9592364)",25,2,22679.0,0,55.29
residential,,,,"LINESTRING (-118.2615507 33.9592364, -118.2610314 33.9592388)",25,2,52127.0,0,12.79
residential,,,,"LINESTRING (-118.2610314 33.9592388, -118.2607608 33.9592401)",25,2,52127.0,0,12.79
residential,,,,"LINESTRING (-118.2607608 33.9592401, -118.2585848 33.9592534)",25,2,53702.0,1,21.79
residential,,,,"LINESTRING (-118.2585848 33.9592534, -118.2570054 33.959251)",25,2,14138.0,0,43.51
residential,,,,"LINESTRING (-118.2570054 33.959251, -118.2563875 33.95925)",25,2,26041.0,1,21.49
residential,,,,"LINESTRING (-118.2563875 33.95925, -118.2558681 33.9592492)",25,2,26041.0,0,21.49
residential,,,,"LINESTRING (-118.2558681 33.9592492, -118.2539843 33.9592463)",25,2,28648.0,0,79.55
service,,,,"LINESTRING (-118.2607605 33.959655, -118.2598512 33.9596597)",30,2,41031.0,0,34.96
service,,,,"LINESTRING (-118.2598512 33.9596597, -118.2585812 33.9596684)",30,2,14138.0,0,43.51
service,,,,"LINESTRING (-118.2585812 33.9596684, -118.2569971 33.959673)",30,2,14138.0,0,43.51
service,,,,"LINESTRING (-118.2570027 33.9588042, -118.2585938 33.9588092)",30,2,62476.0,0,52.48
primary,,,,"LINESTRING (-118.2603839 33.9601519, -118.2585769 33.9601633)",35,6,56360.0,5,72.55
residential,,,,"LINESTRING (-118.2586129 33.9747652, -118.2586111 33.9743189)",25,2,65556.0,0,70.97
residential,,,,"LINESTRING (-118.2586111 33.9743189, -118.2586094 33.9738833)",25,2,62146.0,0,73.2
residential,,,,"LINESTRING (-118.2586094 33.9738833, -118.2586077 33.9734381)",25,2,62146.0,0,73.2
residential,,,,"LINESTRING (-118.2586077 33.9734381, -118.258606 33.973014)",25,2,56191.0,0,79.66
residential,,,,"LINESTRING (-118.258606 33.973014, -118.2586052 33.9725438)",25,2,45444.0,0,89.05
residential,,,,"LINESTRING (-118.2586052 33.9725438, -118.2586045 33.972106)",25,2,36987.0,0,79.66
residential,,,,"LINESTRING (-118.2586045 33.972106, -118.2586003 33.9716318)",25,2,11039.0,0,77.99
residential,,,,"LINESTRING (-118.2586003 33.9716318, -118.2585962 33.9711787)",25,2,68344.0,0,77.05
residential,,,,"LINESTRING (-118.2585962 33.9711787, -118.2586029 33.9707199)",25,2,53681.0,0,79.66
residential,,,,"LINESTRING (-118.2586029 33.9707199, -118.2586094 33.9702747)",25,2,53577.0,0,94.75
residential,,,,"LINESTRING (-118.2586094 33.9702747, -118.2586124 33.9698312)",25,2,53577.0,1,94.75
residential,,,,"LINESTRING (-118.2586124 33.9698312, -118.2586075 33.9693742)",25,2,62460.0,0,62.65
residential,,,,"LINESTRING (-118.2586075 33.9693742, -118.2586002 33.9689258)",25,2,62460.0,1,62.65
residential,,,,"LINESTRING (-118.2586002 33.9689258, -118.2585984 33.9684527)",25,2,45446.0,0,63.69
residential,,,,"LINESTRING (-118.2585984 33.9684527, -118.2585855 33.9679172)",25,2,68356.0,0,79.66
residential,,,,"LINESTRING (-118.2585855 33.9679172, -118.2585743 33.967454)",25,2,8305.0,0,71.55
residential,,,,"LINESTRING (-118.2585743 33.967454, -118.2585741 33.9669738)",25,2,56204.0,0,79.66
residential,,,,"LINESTRING (-118.2585741 33.9669738, -118.258574 33.9665093)",25,2,56203.0,0,75.25
residential,,,,"LINESTRING (-118.258574 33.9665093, -118.2585765 33.9660529)",25,2,56203.0,0,75.25
residential,,,,"LINESTRING (-118.2585765 33.9660529, -118.2585789 33.9656015)",25,2,36997.0,0,78.4
residential,,,,"LINESTRING (-118.2585789 33.9656015, -118.2585806 33.9651364)",25,2,19538.0,0,63.69
residential,,,,"LINESTRING (-118.2585806 33.9651364, -118.2585823 33.9646863)",25,2,5764.0,0,45.14
residential,,,,"LINESTRING (-118.2585823 33.9646863, -118.2585785 33.9642287)",25,2,68714.0,0,79.66
residential,,,,"LINESTRING (-118.2585785 33.9642287, -118.2585748 33.9637798)",25,2,37297.0,0,68.86
residential,,,,"LINESTRING (-118.2585748 33.9637798, -118.25857 33.9633256)",25,2,0.0,0,79.66
residential,,,,"LINESTRING (-118.25857 33.9633256, -118.2585652 33.9628712)",25,2,69756.0,0,55.93
residential,,,,"LINESTRING (-118.2585652 33.9628712, -118.258561 33.962409)",25,2,69756.0,0,55.93
residential,,,,"LINESTRING (-118.258561 33.962409, -118.2585569 33.9619613)",25,2,25849.0,0,33.81
residential,,,,"LINESTRING (-118.2585569 33.9619613, -118.2585646 33.9615149)",25,2,62512.0,0,88.88
residential,,,,"LINESTRING (-118.2585646 33.9615149, -118.2585724 33.9610615)",25,2,8801.0,0,88.87
residential,,,,"LINESTRING (-118.2585724 33.9610615, -118.2585747 33.9605938)",25,2,45452.0,0,88.88
residential,,,,"LINESTRING (-118.2585747 33.9605938, -118.2585769 33.9601633)",25,2,45452.0,0,88.88
residential,,,,"LINESTRING (-118.2585769 33.9601633, -118.2585812 33.9596684)",25,2,56360.0,0,72.55
residential,,,,"LINESTRING (-118.2585812 33.9596684, -118.2585848 33.9592534)",25,2,53702.0,0,21.79
residential,,,,"LINESTRING (-118.2585848 33.9592534, -118.2585938 33.9588092)",25,2,53702.0,0,21.79
residential,,,,"LINESTRING (-118.2585938 33.9588092, -118.258602 33.9583493)",25,2,19983.0,0,38.79
residential,,,,"LINESTRING (-118.258602 33.9583493, -118.2586063 33.9578782)",25,2,19983.0,1,38.79
residential,,,,"LINESTRING (-118.2586063 33.9578782, -118.2586105 33.9574238)",25,2,17218.0,0,93.74
residential,,,,"LINESTRING (-118.2586105 33.9574238, -118.2586082 33.9569661)",25,2,17218.0,0,93.74
residential,,,,"LINESTRING (-118.2586082 33.9569661, -118.2586059 33.956498)",25,2,70318.0,0,88.15
residential,,,,"LINESTRING (-118.2586059 33.956498, -118.2585998 33.9560597)",25,2,62341.0,0,66.36
residential,,,,"LINESTRING (-118.2585998 33.9560597, -118.2585933 33.9555943)",25,2,26042.0,0,65.04
residential,,,,"LINESTRING (-118.2585933 33.9555943, -118.2585975 33.9551563)",25,2,62477.0,0,75.81
residential,,,,"LINESTRING (-118.2585975 33.9551563, -118.2586019 33.9546955)",25,2,26046.0,0,69.42
residential,,,,"LINESTRING (-118.2586019 33.9546955, -118.2586038 33.9542798)",25,2,56372.0,0,83.97
residential,,,,"LINESTRING (-118.2586038 33.9542798, -118.258606 33.953815)",25,2,36845.0,0,79.06
residential,,,,"LINESTRING (-118.258606 33.953815, -118.2586104 33.9533498)",25,2,36845.0,0,79.06
residential,,,,"LINESTRING (-118.2586104 33.9533498, -118.2586146 33.9528971)",25,2,19571.0,0,66.22
residential,,,,"LINESTRING (-118.2586146 33.9528971, -118.2586141 33.9524777)",25,2,59092.0,0,94.05
residential,,,,"LINESTRING (-118.2586141 33.9524777, -118.2586135 33.9520313)",25,2,68373.0,0,60.78
residential,,,,"LINESTRING (-118.2586135 33.9520313, -118.2586182 33.9515788)",25,2,22924.0,0,79.09
residential,,,,"LINESTRING (-118.2586182 33.9515788, -118.2586228 33.9511309)",25,2,28635.0,0,61.59
residential,,,,"LINESTRING (-118.2586228 33.9511309, -118.2586274 33.9506844)",25,2,28635.0,0,61.59
residential,,,,"LINESTRING (-118.2586274 33.9506844, -118.258632 33.9502373)",25,2,4750.0,0,83.97
residential,,,,"LINESTRING (-118.258632 33.9502373, -118.2586313 33.9497677)",25,2,4750.0,0,83.97
residential,,,,"LINESTRING (-118.2586313 33.9497677, -118.2586306 33.9492807)",25,2,19968.0,0,78.36
residential,,,,"LINESTRING (-118.2586306 33.9492807, -118.2586305 33.9488154)",25,2,19968.0,0,78.36
residential,,,,"LINESTRING (-118.2586305 33.9488154, -118.2586305 33.9483689)",25,2,65590.0,0,88.85
residential,,,,"LINESTRING (-118.2586305 33.9483689, -118.25863 33.9479343)",25,2,52257.0,0,61.56
residential,,,,"LINESTRING (-118.25863 33.9479343, -118.2586296 33.9475198)",25,2,1854.0,0,16.45
residential,,,,"LINESTRING (-118.2586296 33.9475198, -118.2586302 33.9474506)",25,2,41187.0,0,70.44
residential,,,,"LINESTRING (-118.2586302 33.9474506, -118.2586381 33.9465476)",25,2,19970.0,0,44.56
residential,,,,"LINESTRING (-118.2586381 33.9465476, -118.2586323 33.946118)",25,2,65598.0,0,89.23
residential,,,,"LINESTRING (-118.2586323 33.946118, -118.2586388 33.9456553)",25,2,20317.0,0,76.18
primary,,,,"LINESTRING (-118.2585769 33.9601633, -118.2582941 33.9601645)",35,7,45452.0,1,88.88
residential,,,,"LINESTRING (-118.2651233 33.9610342, -118.2646148 33.9610344)",25,2,3879.0,0,59.8
residential,,,,"LINESTRING (-118.2646148 33.9610344, -118.262913 33.9610352)",25,2,37005.0,0,25.84
residential,,,,"LINESTRING (-118.262913 33.9610352, -118.2607708 33.9610572)",25,2,47947.0,1,87.72
residential,,,,"LINESTRING (-118.2607708 33.9610572, -118.2585724 33.9610615)",25,2,11185.0,0,88.87
residential,,,,"LINESTRING (-118.2585724 33.9610615, -118.2569373 33.961066)",25,2,45452.0,0,88.88
residential,,,,"LINESTRING (-118.2569373 33.961066, -118.256398 33.9610675)",25,2,8319.0,0,97.9
residential,,,,"LINESTRING (-118.256398 33.9610675, -118.2558627 33.9610654)",25,2,8319.0,1,97.9
primary,,,,"LINESTRING (-118.2582941 33.9601645, -118.2570623 33.9601696)",35,6,23068.0,1,73.78
service,,,,"LINESTRING (-118.2639977 33.9614928, -118.2629098 33.9614926)",30,2,31514.0,0,36.84
service,,,,"LINESTRING (-118.2629098 33.9614926, -118.2607681 33.961506)",30,2,45615.0,0,31.19
service,,,,"LINESTRING (-118.2607681 33.961506, -118.2585646 33.9615149)",30,2,45615.0,0,31.19
service,,,,"LINESTRING (-118.2585646 33.9615149, -118.2569274 33.9615151)",30,2,62512.0,0,88.88
service,,,,"LINESTRING (-118.2569238 33.9624357, -118.258561 33.962409)",30,2,31495.0,0,88.88
service,,,,"LINESTRING (-118.258561 33.962409, -118.2607677 33.962409)",30,2,31495.0,0,88.88
service,,,,"LINESTRING (-118.2607677 33.962409, -118.2629136 33.9624045)",30,2,62671.0,0,26.19
service,,,,"LINESTRING (-118.2629136 33.9624045, -118.2646188 33.9624004)",30,2,62672.0,0,16.84
service,,,,"LINESTRING (-118.2569212 33.9633344, -118.25857 33.9633256)",30,2,0.0,0,79.66
service,,,,"LINESTRING (-118.25857 33.9633256, -118.260767 33.9633078)",30,2,0.0,0,79.66
service,,,,"LINESTRING (-118.260767 33.9633078, -118.2629199 33.9632944)",30,2,26226.0,0,59.5
service,,,,"LINESTRING (-118.2629199 33.9632944, -118.2646215 33.9632989)",30,2,45383.0,0,14.84
service,,,,"LINESTRING (-118.2646228 33.9642154, -118.2629212 33.9642198)",30,2,48312.0,0,16.84
service,,,,"LINESTRING (-118.2629212 33.9642198, -118.2607598 33.9642154)",30,2,11577.0,0,32.96
service,,,,"LINESTRING (-118.2607598 33.9642154, -118.2585785 33.9642287)",30,2,11577.0,0,32.96
service,,,,"LINESTRING (-118.2585785 33.9642287, -118.2569264 33.9642466)",30,2,68714.0,0,79.66
residential,,,,"LINESTRING (-118.2738894 33.9637195, -118.2717016 33.9637331)",25,2,60337.0,0,68.07
residential,,,,"LINESTRING (-118.2717016 33.9637331, -118.269506 33.963714)",25,2,8557.0,0,45.16
residential,,,,"LINESTRING (-118.269506 33.963714, -118.2689143 33.9637215)",25,2,56592.0,1,72.93
residential,,,,"LINESTRING (-118.2689143 33.9637215, -118.2673236 33.9637415)",25,2,53929.0,0,52.51
residential,,,,"LINESTRING (-118.2673236 33.9637415, -118.2657119 33.9637481)",25,2,266.0,0,67.55
residential,,,,"LINESTRING (-118.2657119 33.9637481, -118.2651289 33.9637505)",25,2,53764.0,1,37.59
residential,,,,"LINESTRING (-118.2651289 33.9637505, -118.2646229 33.9637521)",25,2,53764.0,0,37.59
residential,,,,"LINESTRING (-118.2646229 33.9637521, -118.2629192 33.9637573)",25,2,45383.0,0,14.84
residential,,,,"LINESTRING (-118.2629192 33.9637573, -118.2607638 33.9637789)",25,2,2675.0,0,77.05
residential,,,,"LINESTRING (-118.2607638 33.9637789, -118.2585748 33.9637798)",25,2,0.0,0,79.66
residential,,,,"LINESTRING (-118.2585748 33.9637798, -118.2569211 33.9638113)",25,2,37297.0,0,68.86
residential,,,,"LINESTRING (-118.2569211 33.9638113, -118.2563942 33.9638214)",25,2,39113.0,2,97.9
residential,,,,"LINESTRING (-118.2563942 33.9638214, -118.2558627 33.9638198)",25,2,39113.0,0,97.9
residential,,,,"LINESTRING (-118.2673196 33.9687825, -118.2673139 33.9673921)",25,2,56193.0,0,89.72
residential,,,,"LINESTRING (-118.2673139 33.9673921, -118.2673185 33.966916)",25,2,56193.0,0,89.72
residential,,,,"LINESTRING (-118.2673185 33.966916, -118.267323 33.9664594)",25,2,4748.0,0,69.21
residential,,,,"LINESTRING (-118.267323 33.9664594, -118.2673186 33.9660128)",25,2,69308.0,0,68.09
residential,,,,"LINESTRING (-118.2673186 33.9660128, -118.2673142 33.9655603)",25,2,51063.0,0,53.78
residential,,,,"LINESTRING (-118.2673142 33.9655603, -118.2673138 33.9651052)",25,2,42839.0,0,56.94
residential,,,,"LINESTRING (-118.2673138 33.9651052, -118.2673134 33.9646464)",25,2,51445.0,0,59.16
residential,,,,"LINESTRING (-118.2673134 33.9646464, -118.2673185 33.9641976)",25,2,68715.0,1,55.2
residential,,,,"LINESTRING (-118.2673185 33.9641976, -118.2673236 33.9637415)",25,2,53929.0,0,52.51
residential,,,,"LINESTRING (-118.2673236 33.9637415, -118.2673261 33.96329)",25,2,53929.0,0,52.51
residential,,,,"LINESTRING (-118.2673261 33.96329, -118.2673287 33.9628372)",25,2,11570.0,0,88.76
residential,,,,"LINESTRING (-118.2673287 33.9628372, -118.267326 33.9623823)",25,2,11570.0,0,88.76
residential,,,,"LINESTRING (-118.267326 33.9623823, -118.2673233 33.9619371)",25,2,5763.0,0,89.37
residential,,,,"LINESTRING (-118.2673233 33.9619371, -118.2673184 33.9614836)",25,2,5763.0,0,89.37
residential,,,,"LINESTRING (-118.2673184 33.9614836, -118.2673134 33.9610185)",25,2,8332.0,0,42.32
residential,,,,"LINESTRING (-118.2673134 33.9610185, -118.2673053 33.9605805)",25,2,51075.0,0,50.92
residential,,,,"LINESTRING (-118.2673053 33.9605805, -118.2672972 33.9601542)",25,2,51075.0,0,50.92
residential,,,,"LINESTRING (-118.2672972 33.9601542, -118.2672999 33.9600764)",25,2,8333.0,2,68.82
service,,,,"LINESTRING (-118.2657169 33.9651231, -118.2673138 33.9651052)",30,2,42839.0,0,56.94
service,,,,"LINESTRING (-118.2673138 33.9651052, -118.2689251 33.9651008)",30,2,42839.0,0,56.94
service,,,,"LINESTRING (-118.2657086 33.961506, -118.2657011 33.9619391)",30,2,65814.0,0,99.29
service,,,,"LINESTRING (-118.2657011 33.9619391, -118.2656958 33.9623868)",30,2,65814.0,0,99.29
service,,,,"LINESTRING (-118.2656958 33.9623868, -118.2656904 33.9628414)",30,2,23262.0,0,89.37
service,,,,"LINESTRING (-118.2656904 33.9628414, -118.2657193 33.9629253)",30,2,23262.0,0,89.37
service,,,,"LINESTRING (-118.2657193 33.9629253, -118.2657159 33.9632988)",30,2,23262.0,0,89.37
service,,,,"LINESTRING (-118.2657159 33.9632988, -118.2657119 33.9637481)",30,2,8630.0,0,55.91
service,,,,"LINESTRING (-118.2657119 33.9637481, -118.2657173 33.964211)",30,2,8630.0,0,55.91
service,,,,"LINESTRING (-118.2657173 33.964211, -118.2657226 33.9646518)",30,2,51445.0,0,59.16
service,,,,"LINESTRING (-118.2657226 33.9646518, -118.2657169 33.9651231)",30,2,51445.0,0,59.16
service,,,,"LINESTRING (-118.2657169 33.9651231, -118.2657118 33.9655534)",30,2,51063.0,0,53.78
service,,,,"LINESTRING (-118.2657118 33.9655534, -118.2656925 33.9656527)",30,2,51063.0,0,53.78
service,,,,"LINESTRING (-118.2656925 33.9656527, -118.2657036 33.9660173)",30,2,51063.0,0,53.78
service,,,,"LINESTRING (-118.2657036 33.9660173, -118.2657172 33.9664612)",30,2,45448.0,0,52.54
service,,,,"LINESTRING (-118.2657172 33.9664612, -118.2657402 33.9665598)",30,2,45448.0,0,52.54
service,,,,"LINESTRING (-118.2657402 33.9665598, -118.26573 33.9669162)",30,2,45448.0,0,52.54
service,,,,"LINESTRING (-118.26573 33.9669162, -118.2657226 33.9674034)",30,2,56193.0,0,89.72
primary,,,,"LINESTRING (-118.2651337 33.9643084, -118.2651367 33.9646538)",35,5,25970.0,0,60.17
primary,,,,"LINESTRING (-118.2651367 33.9646538, -118.2651395 33.9649335)",35,5,51445.0,0,59.16
primary,,,,"LINESTRING (-118.2651395 33.9649335, -118.2651411 33.9651014)",35,4,65817.0,0,59.27
primary,,,,"LINESTRING (-118.2651411 33.9651014, -118.2651456 33.965551)",35,5,65817.0,0,59.27
service,,,,"LINESTRING (-118.2657036 33.9660173, -118.2673186 33.9660128)",30,2,69308.0,0,68.09
service,,,,"LINESTRING (-118.2673186 33.9660128, -118.2689332 33.9660262)",30,2,69308.0,0,68.09
service,,,,"LINESTRING (-118.26573 33.9669162, -118.2673185 33.966916)",30,2,4748.0,0,69.21
service,,,,"LINESTRING (-118.2673185 33.966916, -118.2689358 33.9669249)",30,2,4748.0,0,69.21
primary,,,,"LINESTRING (-118.2651456 33.965551, -118.2651454 33.9659145)",35,5,51063.0,2,53.78
primary,,,,"LINESTRING (-118.2651454 33.9659145, -118.2651453 33.9660769)",35,4,2322.0,0,43.69
primary,,,,"LINESTRING (-118.2651453 33.9660769, -118.2651451 33.9664619)",35,5,2322.0,0,43.69
primary,,,,"LINESTRING (-118.2651451 33.9664619, -118.2651413 33.9668411)",35,5,45448.0,0,52.54
primary,,,,"LINESTRING (-118.2651413 33.9668411, -118.2651398 33.9669912)",35,4,4206.0,0,41.45
residential,,,,"LINESTRING (-118.2695152 33.9664621, -118.2689358 33.9664614)",25,2,53579.0,0,37.5
residential,,,,"LINESTRING (-118.2689358 33.9664614, -118.267323 33.9664594)",25,2,53579.0,0,37.5
residential,,,,"LINESTRING (-118.267323 33.9664594, -118.2657172 33.9664612)",25,2,69308.0,0,68.09
residential,,,,"LINESTRING (-118.2657172 33.9664612, -118.2651451 33.9664619)",25,2,2322.0,1,43.69
residential,,,,"LINESTRING (-118.2651451 33.9664619, -118.2646228 33.9664641)",25,2,2322.0,0,43.69
residential,,,,"LINESTRING (-118.2646228 33.9664641, -118.26294 33.966471)",25,2,19539.0,1,58.54
residential,,,,"LINESTRING (-118.26294 33.966471, -118.260764 33.9664823)",25,2,11042.0,0,34.96
residential,,,,"LINESTRING (-118.260764 33.9664823, -118.258574 33.9665093)",25,2,14113.0,0,75.24
residential,,,,"LINESTRING (-118.258574 33.9665093, -118.2569373 33.966514)",25,2,56203.0,0,75.25
residential,,,,"LINESTRING (-118.2569373 33.966514, -118.2565123 33.9665162)",25,2,56203.0,0,75.25
residential,,,,"LINESTRING (-118.2565123 33.9665162, -118.256417 33.9665175)",25,2,56203.0,0,75.25
primary,,,,"LINESTRING (-118.2651398 33.9669912, -118.265136 33.9674201)",35,5,54919.0,1,65.83
primary,,,,"LINESTRING (-118.265136 33.9674201, -118.2651381 33.9677809)",35,5,66840.0,0,74.68
primary,,,,"LINESTRING (-118.2651381 33.9677809, -118.2651423 33.968424)",35,4,66840.0,0,74.68
primary,,,,"LINESTRING (-118.2651423 33.968424, -118.2651444 33.9687452)",35,5,19964.0,1,34.84
primary,,,,"LINESTRING (-118.2651444 33.9687452, -118.2651483 33.9693401)",35,4,36996.0,0,87.42
primary,,,,"LINESTRING (-118.2651483 33.9693401, -118.2651489 33.9695916)",35,5,65588.0,0,73.63
service,,,,"LINESTRING (-118.2646121 33.9601305, -118.2646134 33.9605674)",30,2,56361.0,0,74.68
service,,,,"LINESTRING (-118.2646134 33.9605674, -118.2646148 33.9610344)",30,2,34355.0,0,87.72
service,,,,"LINESTRING (-118.2646148 33.9610344, -118.2646175 33.9619409)",30,2,34355.0,0,87.72
service,,,,"LINESTRING (-118.2646175 33.9619409, -118.2646188 33.9624004)",30,2,37282.0,0,69.46
service,,,,"LINESTRING (-118.2646188 33.9624004, -118.2646202 33.9628492)",30,2,37211.0,0,79.66
service,,,,"LINESTRING (-118.2646202 33.9628492, -118.2646215 33.9632989)",30,2,37211.0,0,79.66
service,,,,"LINESTRING (-118.2646215 33.9632989, -118.2646229 33.9637521)",30,2,262.0,0,67.45
service,,,,"LINESTRING (-118.2646229 33.9637521, -118.2646228 33.9642154)",30,2,262.0,0,67.45
service,,,,"LINESTRING (-118.2646228 33.9642154, -118.2646228 33.9646558)",30,2,34478.0,0,79.66
service,,,,"LINESTRING (-118.2646228 33.9646558, -118.2646228 33.9651052)",30,2,34478.0,0,79.66
service,,,,"LINESTRING (-118.2646228 33.9651052, -118.2646228 33.9655554)",30,2,28528.0,0,63.69
service,,,,"LINESTRING (-118.2646228 33.9655554, -118.2646228 33.9660128)",30,2,28528.0,0,63.69
service,,,,"LINESTRING (-118.2646228 33.9660128, -118.2646228 33.9664641)",30,2,68347.0,0,79.66
service,,,,"LINESTRING (-118.2646228 33.9664641, -118.2646284 33.966956)",30,2,68347.0,0,79.66
service,,,,"LINESTRING (-118.2646284 33.966956, -118.2646447 33.9674378)",30,2,54919.0,0,65.83
service,,,,"LINESTRING (-118.2646447 33.9674378, -118.2646388 33.9679082)",30,2,54919.0,0,65.83
service,,,,"LINESTRING (-118.2646388 33.9679082, -118.2646443 33.9684277)",30,2,19964.0,0,34.84
service,,,,"LINESTRING (-118.2646443 33.9684277, -118.264639 33.9688779)",30,2,19964.0,0,34.84
service,,,,"LINESTRING (-118.264639 33.9688779, -118.2646336 33.969342)",30,2,8792.0,0,79.66
service,,,,"LINESTRING (-118.2646336 33.969342, -118.2646389 33.96979)",30,2,8792.0,0,79.66
service,,,,"LINESTRING (-118.2646389 33.96979, -118.2646443 33.9702483)",30,2,53578.0,0,59.68
service,,,,"LINESTRING (-118.2646443 33.9702483, -118.264647 33.9706931)",30,2,53578.0,0,59.68
service,,,,"LINESTRING (-118.264647 33.9706931, -118.2646497 33.9711478)",30,2,2321.0,0,77.05
