highway,bicycle,width,shoulder,geometry,speed_lim,nlanes,pave_ref,nacc,PCI
residential,,,,"LINESTRING (-118.3544722 34.0293221, -118.3554387 34.0295864)",25,2,29426.0,0,66.85
residential,,,,"LINESTRING (-118.3554387 34.0295864, -118.3563719 34.0298489)",25,2,56977.0,0,36.34
residential,,,,"LINESTRING (-118.3563719 34.0298489, -118.3572838 34.0300996)",25,2,34473.0,1,74.12
residential,,,,"LINESTRING (-118.3572838 34.0300996, -118.3582375 34.0303511)",25,2,34473.0,0,74.12
residential,,,,"LINESTRING (-118.3582375 34.0303511, -118.3591842 34.0306107)",25,2,48806.0,0,35.56
residential,,,,"LINESTRING (-118.3591842 34.0306107, -118.3601435 34.0308648)",25,2,43102.0,0,78.89
residential,,,,"LINESTRING (-118.3601435 34.0308648, -118.3610091 34.0311219)",25,2,26573.0,0,75.41
residential,,,,"LINESTRING (-118.3610091 34.0311219, -118.3619737 34.0313849)",25,2,23764.0,0,68.1
residential,,,,"LINESTRING (-118.3619737 34.0313849, -118.362974 34.031648)",25,2,29923.0,0,86.72
residential,,,,"LINESTRING (-118.3534359 34.03251, -118.3534351 34.0322454)",25,2,26399.0,0,71.44
residential,,,,"LINESTRING (-118.3534351 34.0322454, -118.3534343 34.0320077)",25,2,23662.0,0,59.22
residential,,,,"LINESTRING (-118.3534343 34.0320077, -118.353442 34.0319293)",25,2,23662.0,0,59.22
residential,,,,"LINESTRING (-118.353442 34.0319293, -118.3538107 34.0310437)",25,2,23662.0,0,59.22
residential,,,,"LINESTRING (-118.3538107 34.0310437, -118.3544722 34.0293221)",25,2,54356.0,0,27.34
residential,,,,"LINESTRING (-118.3544722 34.0293221, -118.3551787 34.0276194)",25,2,54356.0,0,27.34
residential,,,,"LINESTRING (-118.3551787 34.0276194, -118.3557403 34.0261625)",25,2,31670.0,0,66.85
residential,,,,"LINESTRING (-118.3557403 34.0261625, -118.3558489 34.0258924)",25,2,37291.0,0,40.56
residential,,,,"LINESTRING (-118.3558489 34.0258924, -118.3559896 34.0254981)",25,2,51449.0,0,99.55
residential,,,,"LINESTRING (-118.3559896 34.0254981, -118.3561471 34.0251237)",25,2,51449.0,0,99.55
residential,,,,"LINESTRING (-118.3523809 34.0325152, -118.352383 34.0322453)",25,2,4011.0,0,67.85
residential,,,,"LINESTRING (-118.352383 34.0322453, -118.3523854 34.0319376)",25,2,34939.0,1,24.56
residential,,,,"LINESTRING (-118.3523854 34.0319376, -118.3528484 34.0307824)",25,2,29455.0,0,26.56
residential,,,,"LINESTRING (-118.3528484 34.0307824, -118.3535296 34.0290624)",25,2,54364.0,0,29.34
residential,,,,"LINESTRING (-118.3535296 34.0290624, -118.3542073 34.0273487)",25,2,15244.0,0,33.56
residential,,,,"LINESTRING (-118.3542073 34.0273487, -118.3545207 34.0265535)",25,2,2690.0,0,54.5
residential,,,,"LINESTRING (-118.3545207 34.0265535, -118.3547248 34.0260297)",25,2,17444.0,0,72.22
residential,,,,"LINESTRING (-118.3547248 34.0260297, -118.3547578 34.0258796)",25,2,40501.0,0,68.49
residential,,,,"LINESTRING (-118.3547578 34.0258796, -118.3547641 34.0257076)",25,2,40501.0,0,68.49
primary,,,,"LINESTRING (-118.3526013 34.0287773, -118.3527137 34.0285797)",35,7,16798.0,1,54.77
primary,,,,"LINESTRING (-118.3527137 34.0285797, -118.3527388 34.0285444)",35,7,16798.0,0,54.77
primary,,,,"LINESTRING (-118.352493 34.0290506, -118.3526013 34.0287773)",35,7,40640.0,0,24.34
residential,,,,"LINESTRING (-118.3510997 34.0290747, -118.3514654 34.0292692)",25,2,9341.0,0,77.41
residential,,,,"LINESTRING (-118.3514654 34.0292692, -118.3522425 34.0296827)",25,2,65410.0,0,59.69
primary,,,,"LINESTRING (-118.3520092 34.0302755, -118.3522425 34.0296827)",35,6,65410.0,1,59.69
primary,,,,"LINESTRING (-118.3522425 34.0296827, -118.352493 34.0290506)",35,6,65410.0,1,59.69
residential,,,,"LINESTRING (-118.3484169 34.0325304, -118.3493075 34.0313738)",25,2,18003.0,0,82.29
residential,,,,"LINESTRING (-118.3493075 34.0313738, -118.3504871 34.02984)",25,2,2373.0,0,82.93
residential,,,,"LINESTRING (-118.3504871 34.02984, -118.3510997 34.0290747)",25,2,9341.0,0,77.41
residential,,,,"LINESTRING (-118.3510997 34.0290747, -118.3516601 34.0282844)",25,2,59944.0,0,32.34
residential,,,,"LINESTRING (-118.3516601 34.0282844, -118.3528404 34.0267556)",25,2,53766.0,0,69.24
residential,,,,"LINESTRING (-118.3528404 34.0267556, -118.3532915 34.0261643)",25,2,53766.0,0,69.24
residential,,,,"LINESTRING (-118.3532915 34.0261643, -118.3533073 34.0259226)",25,2,17443.0,0,56.84
residential,,,,"LINESTRING (-118.3533073 34.0259226, -118.3533166 34.0255087)",25,2,5784.0,0,71.75
residential,,,,"LINESTRING (-118.3468981 34.0279581, -118.3472075 34.0281183)",25,2,57189.0,1,92.28
residential,,,,"LINESTRING (-118.3472075 34.0281183, -118.3477913 34.0284205)",25,2,45619.0,0,50.51
residential,,,,"LINESTRING (-118.3477913 34.0284205, -118.3486884 34.0288892)",25,2,68570.0,0,89.63
residential,,,,"LINESTRING (-118.3486884 34.0288892, -118.348712 34.0289015)",25,2,59973.0,0,90.04
residential,,,,"LINESTRING (-118.348712 34.0289015, -118.3487507 34.0289216)",25,2,4555.0,0,47.65
residential,,,,"LINESTRING (-118.3487507 34.0289216, -118.3496025 34.0293641)",25,2,66093.0,0,88.67
residential,,,,"LINESTRING (-118.3496025 34.0293641, -118.3504871 34.02984)",25,2,20746.0,0,29.91
residential,,,,"LINESTRING (-118.3504871 34.02984, -118.3513206 34.0302938)",25,2,2373.0,0,82.93
residential,,,,"LINESTRING (-118.3513206 34.0302938, -118.3519078 34.0305331)",25,2,2400.0,0,82.93
residential,,,,"LINESTRING (-118.3519078 34.0305331, -118.3528484 34.0307824)",25,2,4579.0,1,40.56
residential,,,,"LINESTRING (-118.3528484 34.0307824, -118.3538107 34.0310437)",25,2,20733.0,0,34.56
secondary,,,,"LINESTRING (-118.3500641 34.0255252, -118.349475 34.0255327)",30,4,14445.0,1,74.49
secondary,,,,"LINESTRING (-118.349475 34.0255327, -118.3483647 34.0255355)",30,4,14445.0,1,74.49
secondary,,,,"LINESTRING (-118.3483647 34.0255355, -118.3471046 34.0255329)",30,4,8563.0,1,37.27
secondary,,,,"LINESTRING (-118.3471046 34.0255329, -118.3463762 34.0255388)",30,4,45359.0,0,89.02
residential,,,,"LINESTRING (-118.347169 34.0275936, -118.3470993 34.0274068)",25,2,68571.0,0,86.53
residential,,,,"LINESTRING (-118.3470993 34.0274068, -118.3470966 34.0260153)",25,2,2692.0,0,89.05
residential,,,,"LINESTRING (-118.3470966 34.0260153, -118.3471046 34.0255329)",25,2,8563.0,0,37.27
residential,,,,"LINESTRING (-118.3471046 34.0255329, -118.3470944 34.0250586)",25,2,45359.0,0,89.02
residential,,,,"LINESTRING (-118.3470944 34.0250586, -118.3470937 34.0241877)",25,2,31498.0,0,25.78
secondary,,,,"LINESTRING (-118.3463762 34.0255388, -118.3460489 34.0255415)",30,5,5773.0,3,55.66
secondary,,,,"LINESTRING (-118.3460489 34.0255415, -118.3457684 34.0255421)",30,5,5772.0,0,73.94
residential,,,,"LINESTRING (-118.3460478 34.029074, -118.3460479 34.0281024)",25,2,57189.0,0,92.28
residential,,,,"LINESTRING (-118.3460479 34.0281024, -118.3460398 34.0275847)",25,2,20336.0,0,90.04
residential,,,,"LINESTRING (-118.3460398 34.0275847, -118.3460459 34.0264441)",25,2,20336.0,0,90.04
residential,,,,"LINESTRING (-118.3460459 34.0264441, -118.3460485 34.0260136)",25,2,5772.0,0,73.94
residential,,,,"LINESTRING (-118.3460485 34.0260136, -118.3460489 34.0255415)",25,2,5773.0,0,55.66
residential,,,,"LINESTRING (-118.3460489 34.0255415, -118.3460435 34.0250629)",25,2,5773.0,0,55.66
residential,,,,"LINESTRING (-118.3460435 34.0250629, -118.3460412 34.0240816)",25,2,20352.0,0,36.78
residential,,,,"LINESTRING (-118.3450116 34.0304118, -118.3449884 34.0294275)",25,2,32033.0,0,91.19
residential,,,,"LINESTRING (-118.3449884 34.0294275, -118.3449884 34.0275891)",25,2,32033.0,1,91.19
residential,,,,"LINESTRING (-118.3449884 34.0275891, -118.344984 34.0260239)",25,2,62844.0,0,90.04
residential,,,,"LINESTRING (-118.344984 34.0260239, -118.3449867 34.0255437)",25,2,37290.0,0,35.39
residential,,,,"LINESTRING (-118.3449867 34.0255437, -118.3449813 34.0250672)",25,2,37290.0,0,35.39
residential,,,,"LINESTRING (-118.3449813 34.0250672, -118.3449847 34.0240062)",25,2,14401.0,0,25.78
residential,,,,"LINESTRING (-118.3471774 34.032535, -118.3484437 34.0309106)",25,2,20751.0,0,82.29
residential,,,,"LINESTRING (-118.3484437 34.0309106, -118.3496025 34.0293641)",25,2,37676.0,0,58.02
residential,,,,"LINESTRING (-118.3496025 34.0293641, -118.3507682 34.0278153)",25,2,51436.0,0,85.87
residential,,,,"LINESTRING (-118.3507682 34.0278153, -118.351999 34.0261894)",25,2,31669.0,1,89.03
residential,,,,"LINESTRING (-118.351999 34.0261894, -118.3520193 34.0261467)",25,2,31669.0,0,89.03
residential,,,,"LINESTRING (-118.3520193 34.0261467, -118.3520227 34.0260074)",25,2,31669.0,0,89.03
residential,,,,"LINESTRING (-118.3520227 34.0260074, -118.3520233 34.0259419)",25,2,31669.0,0,89.03
residential,,,,"LINESTRING (-118.3520233 34.0259419, -118.3520214 34.0255634)",25,2,31669.0,0,89.03
residential,,,,"LINESTRING (-118.3520214 34.0255634, -118.3520212 34.0255179)",25,2,25993.0,0,62.75
residential,,,,"LINESTRING (-118.3520212 34.0255179, -118.352021 34.02549)",25,2,25993.0,0,62.75
residential,,,,"LINESTRING (-118.352021 34.02549, -118.3520185 34.0250751)",25,2,4440.0,0,71.63
residential,,,,"LINESTRING (-118.3520185 34.0250751, -118.3520173 34.0250411)",25,2,4440.0,0,71.63
residential,,,,"LINESTRING (-118.3520173 34.0250411, -118.3520254 34.0246591)",25,2,29034.0,0,14.78
residential,,,,"LINESTRING (-118.3433954 34.0325438, -118.3435794 34.0323131)",25,2,21122.0,0,82.66
residential,,,,"LINESTRING (-118.3435794 34.0323131, -118.3437996 34.032037)",25,2,21122.0,0,82.66
residential,,,,"LINESTRING (-118.3437996 34.032037, -118.3444698 34.0311427)",25,2,21122.0,0,82.66
residential,,,,"LINESTRING (-118.3444698 34.0311427, -118.3450116 34.0304118)",25,2,26789.0,0,85.76
residential,,,,"LINESTRING (-118.3450116 34.0304118, -118.3457394 34.0294764)",25,2,2382.0,0,92.87
residential,,,,"LINESTRING (-118.3457394 34.0294764, -118.3460478 34.029074)",25,2,23655.0,0,92.28
residential,,,,"LINESTRING (-118.3460478 34.029074, -118.3468981 34.0279581)",25,2,57189.0,0,92.28
residential,,,,"LINESTRING (-118.3468981 34.0279581, -118.347169 34.0275936)",25,2,2692.0,0,89.05
residential,,,,"LINESTRING (-118.347169 34.0275936, -118.3480978 34.0264112)",25,2,68571.0,0,86.53
residential,,,,"LINESTRING (-118.3480978 34.0264112, -118.3483172 34.0261244)",25,2,45620.0,1,67.07
residential,,,,"LINESTRING (-118.3483172 34.0261244, -118.3483497 34.0260709)",25,2,65381.0,0,86.53
residential,,,,"LINESTRING (-118.3483497 34.0260709, -118.3483562 34.0260111)",25,2,65381.0,0,86.53
residential,,,,"LINESTRING (-118.3483562 34.0260111, -118.3483647 34.0255355)",25,2,65381.0,0,86.53
residential,,,,"LINESTRING (-118.3483647 34.0255355, -118.3483634 34.0250535)",25,2,34489.0,0,56.18
residential,,,,"LINESTRING (-118.3483634 34.0250535, -118.3483626 34.0243078)",25,2,19739.0,0,22.78
residential,,,,"LINESTRING (-118.3446522 34.0325412, -118.3466245 34.0299565)",25,2,34720.0,0,89.63
residential,,,,"LINESTRING (-118.3466245 34.0299565, -118.3477913 34.0284205)",25,2,20728.0,0,95.2
residential,,,,"LINESTRING (-118.3477913 34.0284205, -118.3490073 34.0268658)",25,2,65968.0,0,95.96
residential,,,,"LINESTRING (-118.3490073 34.0268658, -118.3494909 34.0262287)",25,2,65968.0,0,95.96
residential,,,,"LINESTRING (-118.3494909 34.0262287, -118.3494809 34.026013)",25,2,14445.0,0,74.49
residential,,,,"LINESTRING (-118.3494809 34.026013, -118.349475 34.0255327)",25,2,14445.0,0,74.49
residential,,,,"LINESTRING (-118.3547358 34.0313112, -118.3556694 34.0315646)",25,2,32046.0,0,43.09
secondary,,,,"LINESTRING (-118.3544766 34.0325053, -118.3551763 34.0325019)",35,4,54487.0,3,65.89
secondary,,,,"LINESTRING (-118.3551763 34.0325019, -118.3555166 34.0325034)",35,4,54704.0,0,65.89
secondary,,,,"LINESTRING (-118.3555166 34.0325034, -118.3558506 34.032501)",35,4,18274.0,0,69.36
secondary,,,,"LINESTRING (-118.3541242 34.0325157, -118.3544766 34.0325053)",35,5,43290.0,2,41.56
primary,,,,"LINESTRING (-118.3519078 34.0305331, -118.3520092 34.0302755)",35,7,4579.0,2,40.56
primary,,,,"LINESTRING (-118.3518147 34.0307683, -118.3519078 34.0305331)",35,7,4579.0,0,40.56
primary,,,,"LINESTRING (-118.3513371 34.0318121, -118.3513929 34.0317189)",35,6,17372.0,0,33.22
primary,,,,"LINESTRING (-118.3513929 34.0317189, -118.3515511 34.0314342)",35,6,17372.0,0,33.22
primary,,,,"LINESTRING (-118.3515511 34.0314342, -118.3518147 34.0307683)",35,6,17372.0,0,33.22
residential,,,,"LINESTRING (-118.3497143 34.0325231, -118.3497134 34.0323944)",25,2,43203.0,0,74.71
residential,,,,"LINESTRING (-118.3497134 34.0323944, -118.3513206 34.0302938)",25,2,43203.0,0,74.71
secondary,,,,"LINESTRING (-118.3517263 34.0325167, -118.3518442 34.0325161)",35,4,20752.0,0,67.85
secondary,,,,"LINESTRING (-118.3518442 34.0325161, -118.3523809 34.0325152)",35,4,49194.0,0,22.55
secondary,,,,"LINESTRING (-118.3523809 34.0325152, -118.3529889 34.0325068)",35,4,37833.0,1,77.69
secondary,,,,"LINESTRING (-118.3529889 34.0325068, -118.3534359 34.03251)",35,4,20972.0,1,77.69
secondary,,,,"LINESTRING (-118.3534359 34.03251, -118.3541242 34.0325157)",35,4,52062.0,2,25.55
residential,,,,"LINESTRING (-118.3516122 34.0332473, -118.3517015 34.0329995)",25,2,49194.0,0,22.55
residential,,,,"LINESTRING (-118.3517015 34.0329995, -118.351833 34.0326343)",25,2,49194.0,0,22.55
residential,,,,"LINESTRING (-118.351833 34.0326343, -118.3518442 34.0325161)",25,2,49194.0,0,22.55
primary,,,,"LINESTRING (-118.3509128 34.0325211, -118.3511946 34.0320503)",35,7,20752.0,0,67.85
primary,,,,"LINESTRING (-118.3511946 34.0320503, -118.3513371 34.0318121)",35,7,17372.0,0,33.22
secondary_link,,,,"LINESTRING (-118.3515385 34.0325177, -118.3513883 34.0324706)",30,1,20752.0,0,67.85
secondary_link,,,,"LINESTRING (-118.3513883 34.0324706, -118.3513239 34.032395)",30,1,20752.0,0,67.85
secondary_link,,,,"LINESTRING (-118.3512273 34.032235, -118.3511959 34.0321676)",30,1,17372.0,0,33.22
secondary_link,,,,"LINESTRING (-118.3511959 34.0321676, -118.3511946 34.0320503)",30,1,17372.0,0,33.22
secondary,,,,"LINESTRING (-118.3509128 34.0325211, -118.3515385 34.0325177)",35,5,20752.0,1,67.85
secondary,,,,"LINESTRING (-118.3515385 34.0325177, -118.3517263 34.0325167)",35,5,20752.0,0,67.85
secondary,,,,"LINESTRING (-118.3503277 34.0325225, -118.3509128 34.0325211)",35,5,5735.0,0,16.39
residential,,,,"LINESTRING (-118.3548043 34.0335458, -118.3548225 34.0334217)",25,2,9525.0,0,12.55
residential,,,,"LINESTRING (-118.3548225 34.0334217, -118.3549914 34.0329737)",25,2,9525.0,0,12.55
residential,,,,"LINESTRING (-118.3549914 34.0329737, -118.3551763 34.0325019)",25,2,54704.0,0,65.89
service,,,,"LINESTRING (-118.3517015 34.0329995, -118.3527915 34.0329909)",30,2,4012.0,0,10.55
service,,,,"LINESTRING (-118.3527915 34.0329909, -118.3538986 34.0329823)",30,2,4012.0,0,10.55
service,,,,"LINESTRING (-118.3538986 34.0329823, -118.3549914 34.0329737)",30,2,9525.0,0,12.55
service,,,,"LINESTRING (-118.3549914 34.0329737, -118.3560717 34.0329652)",30,2,57726.0,0,64.89
residential,,,,"LINESTRING (-118.3537166 34.0335619, -118.3537173 34.0334682)",25,2,57318.0,0,38.55
residential,,,,"LINESTRING (-118.3537173 34.0334682, -118.3538986 34.0329823)",25,2,49039.0,0,47.7
residential,,,,"LINESTRING (-118.3538986 34.0329823, -118.3541242 34.0325157)",25,2,49039.0,0,47.7
footway,,,,"LINESTRING (-118.353613 34.0337526, -118.353653 34.0336502)",5,1,57318.0,0,38.55
footway,,,,"LINESTRING (-118.353653 34.0336502, -118.3537166 34.0335619)",5,1,57318.0,0,38.55
tertiary,designated,,,"LINESTRING (-118.3553832 34.0347279, -118.3554832 34.0344704)",30,3,26160.0,0,64.89
tertiary,designated,,,"LINESTRING (-118.3547677 34.0363138, -118.3553832 34.0347279)",30,3,41000.0,1,67.44
footway,,,,"LINESTRING (-118.3532567 34.0346667, -118.3533218 34.0344998)",5,1,4596.0,0,90.03
residential,,,,"LINESTRING (-118.3525607 34.0335778, -118.3527915 34.0329909)",25,2,4012.0,0,10.55
residential,,,,"LINESTRING (-118.3527915 34.0329909, -118.3529889 34.0325068)",25,2,4012.0,0,10.55
service,,,,"LINESTRING (-118.3505394 34.0330032, -118.3500336 34.0329981)",30,2,5735.0,0,16.39
primary,,,,"LINESTRING (-118.3509128 34.0325211, -118.3505912 34.0329173)",35,3,11723.0,0,0.0
primary,,,,"LINESTRING (-118.3505912 34.0329173, -118.3505394 34.0330032)",35,3,5735.0,0,16.39
primary,,,,"LINESTRING (-118.3505394 34.0330032, -118.3505157 34.0330425)",35,3,5735.0,0,16.39
primary,,,,"LINESTRING (-118.3505157 34.0330425, -118.3504102 34.033306)",35,3,5735.0,0,16.39
primary,,,,"LINESTRING (-118.3504102 34.033306, -118.3501542 34.0339521)",35,3,5735.0,0,16.39
primary,,,,"LINESTRING (-118.3501542 34.0339521, -118.3500094 34.0343238)",35,3,5735.0,0,16.39
primary,,,,"LINESTRING (-118.3500094 34.0343238, -118.3497802 34.0349136)",35,3,59733.0,0,5.93
primary,,,,"LINESTRING (-118.3497802 34.0349136, -118.3496612 34.0352225)",35,3,59733.0,0,5.93
residential,,,,"LINESTRING (-118.3457394 34.0294764, -118.3466245 34.0299565)",25,2,20728.0,0,95.2
residential,,,,"LINESTRING (-118.3466245 34.0299565, -118.3475434 34.0304173)",25,2,11960.0,0,95.2
residential,,,,"LINESTRING (-118.3475434 34.0304173, -118.3484437 34.0309106)",25,2,29412.0,0,89.03
residential,,,,"LINESTRING (-118.3484437 34.0309106, -118.3493075 34.0313738)",25,2,54346.0,0,27.91
residential,,,,"LINESTRING (-118.349954 34.0331269, -118.3500336 34.0329981)",25,2,32670.0,0,42.38
residential,,,,"LINESTRING (-118.3500336 34.0329981, -118.3500686 34.0329416)",25,2,32670.0,0,42.38
residential,,,,"LINESTRING (-118.3500686 34.0329416, -118.3503277 34.0325225)",25,2,32670.0,0,42.38
secondary,,,,"LINESTRING (-118.3460298 34.0325371, -118.3470202 34.0325348)",35,4,45793.0,0,82.29
secondary,,,,"LINESTRING (-118.3470202 34.0325348, -118.3471774 34.032535)",35,4,54705.0,0,59.18
secondary,,,,"LINESTRING (-118.3471774 34.032535, -118.3481364 34.0325308)",35,4,20973.0,2,43.0
secondary,,,,"LINESTRING (-118.3481364 34.0325308, -118.3484169 34.0325304)",35,4,1781.0,0,82.29
secondary,,,,"LINESTRING (-118.3484169 34.0325304, -118.3492166 34.0325257)",35,4,18003.0,1,82.29
secondary,,,,"LINESTRING (-118.3492166 34.0325257, -118.3497143 34.0325231)",35,4,27061.0,1,18.7
secondary,,,,"LINESTRING (-118.3497143 34.0325231, -118.3503277 34.0325225)",35,4,29431.0,1,82.29
residential,,,,"LINESTRING (-118.3423519 34.0398819, -118.3423857 34.0397958)",25,2,20929.0,0,77.69
residential,,,,"LINESTRING (-118.3423857 34.0397958, -118.3433269 34.0374022)",25,2,6094.0,1,87.89
residential,,,,"LINESTRING (-118.3433269 34.0374022, -118.343528 34.0369135)",25,2,6094.0,0,87.89
residential,,,,"LINESTRING (-118.343528 34.0369135, -118.3436798 34.0367457)",25,2,23650.0,0,87.89
residential,,,,"LINESTRING (-118.3436798 34.0367457, -118.3445214 34.0354507)",25,2,23650.0,0,87.89
residential,,,,"LINESTRING (-118.3445214 34.0354507, -118.3449133 34.0348447)",25,2,43121.0,0,42.71
residential,,,,"LINESTRING (-118.3449133 34.0348447, -118.3453719 34.0341475)",25,2,63927.0,0,87.89
residential,,,,"LINESTRING (-118.3453719 34.0341475, -118.3459901 34.0332077)",25,2,20992.0,0,87.89
residential,,,,"LINESTRING (-118.3459901 34.0332077, -118.3460247 34.0330957)",25,2,20992.0,0,87.89
residential,,,,"LINESTRING (-118.3460247 34.0330957, -118.3460396 34.0329812)",25,2,20992.0,0,87.89
residential,,,,"LINESTRING (-118.3460396 34.0329812, -118.3460387 34.0329533)",25,2,20992.0,0,87.89
residential,,,,"LINESTRING (-118.3460387 34.0329533, -118.3460298 34.0325371)",25,2,45793.0,0,82.29
residential,,,,"LINESTRING (-118.3460298 34.0325371, -118.346032 34.0323803)",25,2,45793.0,0,82.29
residential,,,,"LINESTRING (-118.346032 34.0323803, -118.3475434 34.0304173)",25,2,18004.0,1,95.18
residential,,,,"LINESTRING (-118.3475434 34.0304173, -118.348712 34.0289015)",25,2,4555.0,0,47.65
residential,,,,"LINESTRING (-118.348712 34.0289015, -118.3498776 34.0273449)",25,2,37289.0,0,66.27
residential,,,,"LINESTRING (-118.3498776 34.0273449, -118.3507355 34.02622)",25,2,37289.0,0,66.27
residential,,,,"LINESTRING (-118.3507355 34.02622, -118.3507616 34.0261527)",25,2,65971.0,0,89.67
residential,,,,"LINESTRING (-118.3507616 34.0261527, -118.350766 34.025999)",25,2,65971.0,0,89.67
residential,,,,"LINESTRING (-118.350766 34.025999, -118.3507704 34.0255161)",25,2,62520.0,0,61.76
secondary,,,,"LINESTRING (-118.3455755 34.0325382, -118.3460298 34.0325371)",35,5,15233.0,0,70.16
residential,,,,"LINESTRING (-118.3488647 34.0333624, -118.3490135 34.0333372)",25,2,27061.0,0,18.7
residential,,,,"LINESTRING (-118.3490135 34.0333372, -118.3491375 34.0332691)",25,2,27061.0,0,18.7
residential,,,,"LINESTRING (-118.3491375 34.0332691, -118.3491775 34.0332176)",25,2,27061.0,0,18.7
residential,,,,"LINESTRING (-118.3491775 34.0332176, -118.3492025 34.0331611)",25,2,27061.0,0,18.7
residential,,,,"LINESTRING (-118.3492025 34.0331611, -118.349212 34.0330809)",25,2,27061.0,0,18.7
residential,,,,"LINESTRING (-118.349212 34.0330809, -118.3492132 34.0329441)",25,2,27061.0,0,18.7
residential,,,,"LINESTRING (-118.3492132 34.0329441, -118.3492166 34.0325257)",25,2,18003.0,0,82.29
primary,,,,"LINESTRING (-118.3494714 34.0358631, -118.3495884 34.0357308)",35,3,5734.0,0,0.0
primary,,,,"LINESTRING (-118.3495884 34.0357308, -118.3496662 34.0355752)",35,3,5734.0,2,0.0
primary,,,,"LINESTRING (-118.3496662 34.0355752, -118.3497739 34.0353012)",35,3,5734.0,0,0.0
primary,,,,"LINESTRING (-118.3497739 34.0353012, -118.3498262 34.0351682)",35,3,5734.0,0,0.0
primary,,,,"LINESTRING (-118.3498262 34.0351682, -118.3500362 34.034638)",35,3,5734.0,0,0.0
primary,,,,"LINESTRING (-118.3500362 34.034638, -118.3500988 34.0344803)",35,3,5734.0,0,0.0
primary,,,,"LINESTRING (-118.3500988 34.0344803, -118.3502307 34.0341478)",35,3,5734.0,2,0.0
primary,,,,"LINESTRING (-118.3502307 34.0341478, -118.3503612 34.033819)",35,3,11723.0,0,0.0
primary,,,,"LINESTRING (-118.3503612 34.033819, -118.3505773 34.0332745)",35,3,11723.0,0,0.0
primary,,,,"LINESTRING (-118.3505773 34.0332745, -118.3506667 34.0330795)",35,3,11723.0,0,0.0
primary,,,,"LINESTRING (-118.3506667 34.0330795, -118.3507116 34.0329883)",35,3,11723.0,0,0.0
primary,,,,"LINESTRING (-118.3507116 34.0329883, -118.3507883 34.0328621)",35,3,11723.0,0,0.0
primary,,,,"LINESTRING (-118.3507883 34.0328621, -118.3509128 34.0325211)",35,3,11723.0,0,0.0
residential,,,,"LINESTRING (-118.3478387 34.0337674, -118.3478849 34.0336292)",25,2,20973.0,0,43.0
residential,,,,"LINESTRING (-118.3478849 34.0336292, -118.3480791 34.03329)",25,2,20973.0,0,43.0
residential,,,,"LINESTRING (-118.3480791 34.03329, -118.3481209 34.0331285)",25,2,20973.0,0,43.0
residential,,,,"LINESTRING (-118.3481209 34.0331285, -118.348137 34.0330025)",25,2,20973.0,0,43.0
residential,,,,"LINESTRING (-118.348137 34.0330025, -118.3481369 34.0329472)",25,2,20973.0,0,43.0
residential,,,,"LINESTRING (-118.3481369 34.0329472, -118.3481364 34.0325308)",25,2,1781.0,0,82.29
primary,,,,"LINESTRING (-118.3496612 34.0352225, -118.349522 34.0355839)",35,4,59733.0,0,5.93
primary,,,,"LINESTRING (-118.349522 34.0355839, -118.3494838 34.0356975)",35,4,59733.0,0,5.93
primary,,,,"LINESTRING (-118.3494838 34.0356975, -118.3494714 34.0358631)",35,4,59733.0,0,5.93
residential,,,,"LINESTRING (-118.3485318 34.0354585, -118.3484944 34.0353252)",25,2,35120.0,0,48.56
residential,,,,"LINESTRING (-118.3484944 34.0353252, -118.3482654 34.0351639)",25,2,35120.0,0,48.56
residential,,,,"LINESTRING (-118.3482654 34.0351639, -118.3480923 34.0351112)",25,2,35120.0,0,48.56
residential,,,,"LINESTRING (-118.3480923 34.0351112, -118.3479878 34.0351889)",25,2,35120.0,0,48.56
service,,,,"LINESTRING (-118.3500686 34.0329416, -118.3492132 34.0329441)",30,2,27061.0,0,18.7
service,,,,"LINESTRING (-118.3492132 34.0329441, -118.3481369 34.0329472)",30,2,20973.0,0,43.0
service,,,,"LINESTRING (-118.3481369 34.0329472, -118.3470178 34.0329504)",30,2,20973.0,0,43.0
service,,,,"LINESTRING (-118.3470178 34.0329504, -118.3460387 34.0329533)",30,2,54705.0,0,59.18
service,,,,"LINESTRING (-118.3460387 34.0329533, -118.3450537 34.0329561)",30,2,20992.0,0,87.89
service,,,,"LINESTRING (-118.3450537 34.0329561, -118.3441374 34.0329588)",30,2,43546.0,0,86.74
residential,,,,"LINESTRING (-118.3466438 34.0338907, -118.3466853 34.0337614)",25,2,54705.0,0,59.18
residential,,,,"LINESTRING (-118.3466853 34.0337614, -118.3468758 34.0334523)",25,2,54705.0,0,59.18
residential,,,,"LINESTRING (-118.3468758 34.0334523, -118.3469623 34.0332845)",25,2,54705.0,0,59.18
residential,,,,"LINESTRING (-118.3469623 34.0332845, -118.347017 34.0330804)",25,2,54705.0,0,59.18
residential,,,,"LINESTRING (-118.347017 34.0330804, -118.3470178 34.0329504)",25,2,54705.0,0,59.18
residential,,,,"LINESTRING (-118.3470178 34.0329504, -118.3470202 34.0325348)",25,2,54705.0,0,59.18
footway,,,,"LINESTRING (-118.3443602 34.0341008, -118.3444181 34.034168)",5,1,43546.0,0,86.74
footway,,,,"LINESTRING (-118.3444181 34.034168, -118.344541 34.0341805)",5,1,43546.0,0,86.74
footway,,,,"LINESTRING (-118.3446758 34.0341743, -118.3452912 34.0341148)",5,1,20992.0,0,87.89
